thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,0,1,None,['left'],1,[0.883922791981604],[0.12157208303688094],None,,2,0,2,0,0,0,0,0,,,,,1,0,1,0,294.46857116703177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.4661235830281,294.46857116703177,294.47829633369497,294.46857116703177,294.46857116703177,True,295.21159158303635,295.2163732080371,295.2449454580201,True,297.44948437501444,297.45210954203503,practice_1back,Practice 1-back,3,0,082527_j_2.25,001,2026-02-04_14h40.32.795,3,1,1,1_back,5,1,2,2,1,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,883.92,0.8839,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,2.987295750004705,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,1,left,883.92,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.883922791981604],[0.12157208303688094],None,297.46120433305623,297.4664682080038,297.4664682080038,297.69698833301663,,,,,,,,,,,,,,,,,,,,,,,,0.1339,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
2,0,2,None,['left'],1,[0.6385932500124909],[0.14539074996719137],None,,2,0,2,0,0,0,0,0,,,,,2,0,2,0,297.7012419170351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.69886791700264,297.7012419170351,297.7116041667216,297.7012419170351,297.7012419170351,True,298.44492662500124,298.4495830000378,298.4782431250205,True,300.6831712500425,300.68576950003626,practice_1back,Practice 1-back,3,0,082527_j_2.25,001,2026-02-04_14h40.32.795,3,1,1,1_back,5,1,3,3,2,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,638.59,0.6386,1,True,correct_rejection,0,0,0,1,0,0,1.0,2,2,2.9878140829969198,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,638.59,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6385932500124909],[0.14539074996719137],None,300.68920583301224,300.6949819580186,300.6949819580186,300.93025687505724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
3,0,3,None,['left'],1,[0.7980895420187153],[0.13385841698618606],None,,2,0,2,0,0,0,0,0,,,,,3,0,3,0,300.93432983302046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.93219262501225,300.93432983302046,300.9449418747138,300.93432983302046,300.93432983302046,True,301.6782732080319,301.6831601250451,301.71157100005075,True,303.9165021670051,303.91909750003833,practice_1back,Practice 1-back,3,0,082527_j_2.25,001,2026-02-04_14h40.32.795,3,1,1,1_back,5,1,4,4,3,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,798.09,0.7981,1,True,correct_rejection,0,0,0,1,0,0,1.0,3,3,2.9878634170163423,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,798.09,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.7980895420187153],[0.13385841698618606],None,303.92214812501334,303.92827162501635,303.92827162501635,304.1636767500313,,,,,,,,,,,,,,,,,,,,,,,,0.0481,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
4,0,4,None,['right'],1,[0.41563562501687557],[0.14481870899908245],None,,2,0,2,0,0,0,0,0,,,,,4,0,4,0,304.167145708052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.1650346670067,304.167145708052,304.1782861666909,304.167145708052,304.167145708052,True,304.9115777920233,304.9115777920233,304.9449266670272,True,307.14884025003994,307.151510042022,practice_1back,Practice 1-back,3,0,082527_j_2.25,001,2026-02-04_14h40.32.795,3,1,1,1_back,5,1,5,5,4,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,415.64,0.4156,1,True,hit,1,0,0,0,0,0,1.0,4,4,2.9867920000106096,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,415.64,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.41563562501687557],[0.14481870899908245],None,307.1546737080207,307.1616218750132,307.1616218750132,307.39707337500295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
5,0,5,None,['left'],1,[0.4239780419738963],[0.1401744580361992],None,,2,0,2,0,0,0,0,0,,,,,5,0,5,0,307.4019932920346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.399622833007,307.4019932920346,307.41164699971364,307.4019932920346,307.4019932920346,True,308.1449210420251,308.148971000046,308.17824812501203,True,310.3840907080448,310.3870045830263,practice_1back,Practice 1-back,3,0,082527_j_2.25,001,2026-02-04_14h40.32.795,3,1,1,1_back,5,1,6,6,5,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,423.98,0.424,1,True,correct_rejection,0,0,0,1,0,0,1.0,5,5,2.988759125000797,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,423.98,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4239780419738963],[0.1401744580361992],None,310.39053416700335,310.3949107080116,310.3949107080116,310.63086745800683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
0,0,0,None,,,,,,None,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice_1back,Practice 1-back,,0,,001,2026-02-04_14h40.32.795,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,1,5,5,1,0,0,0,0,4,0,1.0,0.0,4.6527,310.6491683750064,310.6528315420146,310.6528315420146,310.66203508334775,314.0620418750332,315.61892666702624,None,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
2,0,2,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-02-04_14h40.32.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
0,0,0,None,None,1,,,None,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,333.98728879203554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.65632825001376,315.6597737080301,315.6597737080301,315.6664050420048,319.9286039996698,319.4503269580309,330.91205116704805,327.4286436666773,328.17018050001934,328.22858695866694,327.40015737502836,328.99537141702604,331.66688545804936,331.67867449968276,331.66688545804936,332.9867691670079,right,1.1995681669795886,0.11651995801366866,None,332.99202704202617,332.9948799170088,332.9948799170088,333.9809937500395,None,333.9843459580443,333.98728879203554,333.9953917916903,333.98728879203554,333.98728879203554,True,334.72865670803003,334.7334961670567,334.76197933300864,True,336.9667572080507,336.969343667035,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,1,1,0,1,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,128,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.987341457977891,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,2.25,2.25,0.0,0.75,3.0,no_response,None,1,,,None,336.98157700005686,336.9848146670265,336.9848146670265,337.21388758305693,,,,,,,,,,,,,,,,,,,,,,,333.98728879203554,N/A,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
1,0,1,None,['left'],1,[0.6651440419955179],[0.1324012500117533],None,,3,0,3,0,0,0,0,0,,,,,1,0,1,0,337.2192745000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.21604395803297,337.2192745000357,337.2285987917023,337.2192745000357,337.2192745000357,True,337.9620282080141,337.9669652080047,337.9953972500516,True,340.1999728330411,340.20273254200583,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,2,2,1,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,665.14,0.6651,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,2.9877047080080956,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,1,left,665.14,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6651440419955179],[0.1324012500117533],None,340.2122934580548,340.21635545801837,340.21635545801837,340.4471501670196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
2,0,2,None,['left'],1,[0.71450233401265],[0.1327249159803614],None,,3,0,3,0,0,0,0,0,,,,,2,0,2,0,340.45168204203947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.448838625045,340.45168204203947,340.461882124717,340.45168204203947,340.45168204203947,True,341.19546858302783,341.200396292028,341.2287854170427,True,343.43384466704447,343.43622195802163,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,3,3,2,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,714.5,0.7145,1,True,correct_rejection,0,0,0,1,0,0,1.0,2,2,2.9883019590051845,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,714.5,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.71450233401265],[0.1327249159803614],None,343.4399789580493,343.44519533304265,343.44519533304265,343.6807657080353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
3,0,3,None,['right'],1,[0.30733862501801923],[0.15706604201113805],None,,3,0,3,0,0,0,0,0,,,,,3,0,3,0,343.6852605830063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6825080830022,343.6852605830063,343.6953902086864,343.6852605830063,343.6852605830063,True,344.4287015000009,344.43339845800074,344.46201475005364,True,346.6672617920558,346.6697532500257,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,4,4,3,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,307.34,0.3073,1,True,hit,1,0,0,0,0,0,1.0,3,3,2.9881852499675006,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,307.34,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.30733862501801923],[0.15706604201113805],None,346.67323591705645,346.67853179201484,346.67853179201484,346.9143326670164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
4,0,4,None,['left'],1,[0.40380124998046085],[0.13300750002963468],None,,3,0,3,0,0,0,0,0,,,,,4,0,4,0,346.9195081250509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.9167177080526,346.9195081250509,346.92880741670183,346.9195081250509,346.9195081250509,True,347.66200283303624,347.6668265000335,347.69536562502617,True,349.900005625037,349.9026868750225,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,5,5,4,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,403.8,0.4038,1,True,correct_rejection,0,0,0,1,0,0,1.0,4,4,2.9872834159759805,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,403.8,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.40380124998046085],[0.13300750002963468],None,349.90609679202316,349.9119137500529,349.9119137500529,350.147298875032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
5,0,5,None,['left'],1,[0.5525617499952205],[0.16112462495220825],None,,3,0,3,0,0,0,0,0,,,,,5,0,5,0,350.15304208302405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.150149083056,350.15304208302405,350.16198045871374,350.15304208302405,350.15304208302405,True,350.89546462503495,350.9003422080423,350.9286449170322,True,353.1334625420277,353.1360618750332,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,6,6,5,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,552.56,0.5526,1,True,correct_rejection,0,0,0,1,0,0,1.0,5,5,2.9878294590162113,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,552.56,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5525617499952205],[0.16112462495220825],None,353.138338333054,353.1452807500027,353.1452807500027,353.3805353330099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
6,0,6,None,['right'],1,[0.6866017089923844],[0.15185116598149762],None,,3,0,3,0,0,0,0,0,,,,,6,0,6,0,353.38510166702326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.38228008302394,353.38510166702326,353.3952241247209,353.38510166702326,353.38510166702326,True,354.1286720420467,354.13331291702343,354.16204541700426,True,356.36681083304575,356.3693031670409,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,7,7,6,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,686.6,0.6866,1,True,hit,1,0,0,0,0,0,1.0,6,6,2.9878644999698736,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,686.6,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6866017089923844],[0.15185116598149762],None,356.3728783330298,356.3785753750126,356.3785753750126,356.61390175001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
7,0,7,None,['right'],1,[0.5011342499637976],[0.1523178750067018],None,,3,0,3,0,0,0,0,0,,,,,7,0,7,0,356.61837995803216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.6156943750102,356.61837995803216,356.6285897917153,356.61837995803216,356.61837995803216,True,357.3620282500051,357.3665620420361,357.39538970805006,True,359.5996910830145,359.60240137501387,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,8,8,7,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,501.13,0.5011,1,True,hit,1,0,0,0,0,0,1.0,7,7,2.9874972499674186,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,501.13,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5011342499637976],[0.1523178750067018],None,359.60469620802905,359.61202062503435,359.61202062503435,359.84738500003004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
8,0,8,None,['left'],1,[0.6911273750010878],[0.13964908401248977],None,,3,0,3,0,0,0,0,0,,,,,8,0,8,0,359.85263058304554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.8497760830214,359.85263058304554,359.86203341669557,359.85263058304554,359.85263058304554,True,360.5953621250228,360.60057975002564,360.6287488330272,True,362.8323827080312,362.83518333302345,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,9,9,8,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,691.13,0.6911,1,True,correct_rejection,0,0,0,1,0,0,1.0,8,8,2.986737583007198,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,691.13,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6911273750010878],[0.13964908401248977],None,362.8386576670455,362.8452574580442,362.8452574580442,363.08072054205695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
9,0,9,None,['left'],1,[0.583668083010707],[0.16317220899509266],None,,3,0,3,0,0,0,0,0,,,,,9,0,9,0,363.0871948330314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.08375350001734,363.0871948330314,363.0953119996741,363.0871948330314,363.0871948330314,True,363.8286177920527,363.8334622080438,364.08202216704376,True,366.0665105000371,366.06913775001885,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,10,10,9,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,583.67,0.5837,1,True,correct_rejection,0,0,0,1,0,0,1.0,9,9,2.9874270419823006,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,583.67,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.583668083010707],[0.16317220899509266],None,366.0716692080023,366.0786157080438,366.0786157080438,366.31427137501305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
