thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
56,0,56,None,['right'],1,None,[0.5064759579836391],[0.07571800000732765],,1,0,1,0,0,0,0,0,,,,,56,0,56,0,209.42895920900628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.42624995904043,209.42895920900628,209.43895162566722,209.42895920900628,209.42895920900628,True,210.17224091704702,210.17692625004565,210.20566004200373,True,211.9106527090189,211.9130578340264,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,57,57,57,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,506.48,0.5065,1,True,hit,1,0,0,0,0,0,1.0,57,57,2.487945790984668,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,506.48,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,211.91535375005333,211.9222035840503,211.9222035840503,212.15783337503672,[0.5064759579836391],[0.07571800000732765],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
57,0,57,None,['left'],1,None,[0.5364204589859582],[0.09964870801195502],,1,0,1,0,0,0,0,0,,,,,57,0,57,0,212.1623376670177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.15963391703553,212.1623376670177,212.1722975837222,212.1623376670177,212.1623376670177,True,212.90562758402666,212.91032500000438,212.93896245904034,True,214.6436977920239,214.6464763340191,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,58,58,58,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,536.42,0.5364,1,True,correct_rejection,0,0,0,1,0,0,1.0,58,58,2.487687042041216,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,536.42,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,214.64899437502027,214.65577366703656,214.65577366703656,214.89107783400686,[0.5364204589859582],[0.09964870801195502],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
58,0,58,None,['left'],1,None,[0.6202542500104755],[0.11224641598528251],,1,0,1,0,0,0,0,0,,,,,58,0,58,0,214.89603437500773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.89338775002398,214.89603437500773,214.90569666668696,214.89603437500773,214.89603437500773,True,215.63898691703798,215.63898691703798,215.67228541703662,True,217.37655525002629,217.3793199590291,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,59,59,59,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,620.25,0.6203,1,True,correct_rejection,0,0,0,1,0,0,1.0,59,59,2.4871525000198744,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,620.25,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,217.38168045901693,217.38898820901522,217.38898820901522,217.62452779203886,[0.6202542500104755],[0.11224641598528251],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
59,0,59,None,['left'],1,None,[0.40709745802450925],[0.1150655000237748],,1,0,1,0,0,0,0,0,,,,,59,0,59,0,217.62912245903863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.62628962501185,217.62912245903863,217.6390927506766,217.62912245903863,217.62912245903863,True,218.3723817090504,218.37733604200184,218.40566791704623,True,220.11080925003625,220.113312417001,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,60,60,60,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,407.1,0.4071,1,True,correct_rejection,0,0,0,1,0,0,1.0,60,60,2.4879103749990463,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,407.1,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,220.11602695903275,220.12218816700624,220.12218816700624,220.35772504203487,[0.40709745802450925],[0.1150655000237748],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
0,0,0,None,,,,,,None,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main_0back,Main 0-back,,0,,001,2026-02-04_15h11.43.094,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,0,60,60,20,0,0,0,0,40,0,1.0,0.0,4.6527,220.37859766703332,220.38209695904516,220.38209695904516,220.38895966736214,223.7889129590476,225.34611891704844,None,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
1,0,1,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-02-04_15h11.43.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
0,0,0,None,None,1,None,,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,241.83081629202934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.38594458403531,225.38950008404208,225.38950008404208,225.39361829201226,227.65565304167492,227.66049079201184,238.62242691701977,235.1557213757226,235.89706125005614,235.95575841667986,237.12675275001675,236.72225387505023,239.3941164590069,239.40570529172354,239.3941164590069,240.8312669590232,right,1.3554077919689007,0.07744449999881908,None,240.83666508400347,240.84252229204867,240.84252229204867,241.8246658340213,None,241.82780466700206,241.83081629202934,241.83903275069704,241.83081629202934,241.83081629202934,True,242.57229237502906,242.5772806670284,242.6056012090412,True,244.31038125004852,244.31318808405194,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,1,1,0,1,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,128,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.4874018750269897,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,1.75,1.75,0.0,0.75,2.5,no_response,N/A,None,1,None,244.3276388340164,244.33121166704223,244.33121166704223,244.55794491700362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
1,0,1,None,None,1,None,,,,2,0,2,0,0,0,0,0,,,,,1,0,1,0,244.56245950004086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.55973766703391,244.56245950004086,244.572439083717,244.56245950004086,244.56245950004086,True,245.3056147500174,245.30970566702308,245.33898279204732,True,247.04366595903412,247.0464384170482,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,2,2,0,1,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,128,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.4873514160281047,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,0,none,None,1.75,1.75,0.0,0.75,2.5,no_response,N/A,None,1,None,247.04681612504646,247.05563804204576,247.05563804204576,247.29113458405482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
2,0,2,None,['left'],1,None,[1.5805872920318507],[0.11754795798333362],,2,0,2,0,0,0,0,0,,,,,2,0,2,0,247.29712475003907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.29418845905457,247.29712475003907,247.3057415416736,247.29712475003907,247.29712475003907,True,248.0390472090221,248.0435929170344,248.07241204200545,True,249.77652808401035,249.7792835420114,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,3,3,1,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1580.59,1.5806,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,2.487123041995801,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,1580.59,1.75,1.75,0.0,0.75,2.5,during_iti,0.8306,['left'],1,None,249.78910683403956,249.79394558403874,249.79394558403874,250.02443508402212,[1.5805872920318507],[0.11754795798333362],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
3,0,3,None,['left'],1,None,[1.3856512500206009],[0.16253608296392485],,2,0,2,0,0,0,0,0,,,,,3,0,3,0,250.0289700840367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.02623270900222,250.0289700840367,250.03904779168468,250.0289700840367,250.0289700840367,True,250.77231650002068,250.7767435000278,250.8056076670182,True,252.5102463340154,252.51310075004585,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,4,4,2,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1385.65,1.3857,1,True,correct_rejection,0,0,0,1,0,0,1.0,2,2,2.4876472920295782,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1385.65,1.75,1.75,0.0,0.75,2.5,during_iti,0.6357,['left'],1,None,252.51690145902103,252.52222658402752,252.52222658402752,252.75770083401585,[1.3856512500206009],[0.16253608296392485],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
4,0,4,None,['right'],0,None,[0.8152427499881014],[0.12554049998288974],,2,0,2,0,0,0,0,0,,,,,4,0,4,0,252.7623634590418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.75948858400807,252.7623634590418,252.77228550071985,252.7623634590418,252.7623634590418,True,253.50563654204598,253.51072000002023,253.53895595902577,True,255.24407183402218,255.24655958404765,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,5,5,3,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,right,target_response,815.24,0.8152,0,False,false_alarm,0,0,0,0,1,0,0.6667,2,3,2.488016167015303,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,815.24,1.75,1.75,0.0,0.75,2.5,during_iti,0.0652,['right'],0,None,255.25176895904588,255.25512037501903,255.25512037501903,255.49111645901576,[0.8152427499881014],[0.12554049998288974],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
5,0,5,None,['left'],1,None,[1.4308752079959959],[0.15685145795578137],,2,0,2,0,0,0,0,0,,,,,5,0,5,0,255.49573900003452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.49285383400274,255.49573900003452,255.50570195867138,255.49573900003452,255.49573900003452,True,256.23908258404117,256.2434622920118,256.2723622920457,True,257.97741945902817,257.98020204203203,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,6,6,4,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1430.88,1.4309,1,True,correct_rejection,0,0,0,1,0,0,0.75,3,4,2.4879641250008717,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1430.88,1.75,1.75,0.0,0.75,2.5,during_iti,0.6809,['left'],1,None,257.98498570901575,257.98838729201816,257.98838729201816,258.2245211250265,[1.4308752079959959],[0.15685145795578137],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
6,0,6,None,['left'],0,None,[1.1149710419704206],[0.1242952499887906],,2,0,2,0,0,0,0,0,,,,,6,0,6,0,258.2287624590099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.22621291701216,258.2287624590099,258.23906704166825,258.2287624590099,258.2287624590099,True,258.97236783400876,258.97762808401603,259.0056873750291,True,260.7104852090124,260.7130298750126,practice_2back,Practice 2-back,3,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,3,1,2,2_back,5,1,7,7,5,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,left,non_target_response,1114.97,1.115,0,False,incorrect_rejection,0,1,0,0,0,0,0.6,3,5,2.4875625839922577,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1114.97,1.75,1.75,0.0,0.75,2.5,during_iti,0.365,['left'],0,None,260.71638462500414,260.72228275000816,260.72228275000816,260.9576925000292,[1.1149710419704206],[0.1242952499887906],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
0,0,0,None,,,,,,None,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice_2back,Practice 2-back,,0,,001,2026-02-04_15h11.43.094,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.6,2,5,3,0,1,0,1,1,3,0,0.0,0.25,-1.6519,260.9805289590149,260.98419250000734,260.98419250000734,260.9889646673769,,265.94630250002956,None,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
2,0,2,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-02-04_15h11.43.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
0,0,0,None,['left'],-1,None,[2.2389985409681685],[0.07995400001527742],,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,306.0953729590401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.9682943750522,285.9716278340202,285.9716278340202,285.9723346253818,290.24424658366866,289.75561212503817,301.205230667023,297.7438592087167,298.4963157500024,298.5431707917053,297.70984633400803,299.3052272500354,301.98856729205,301.99283562571895,301.98856729205,305.091680209036,right,2.9819630419951864,0.11624841700540856,None,305.0968264590483,305.09907116700197,305.09907116700197,306.090773834032,None,306.0931589170359,306.0953729590401,306.105219750669,306.0953729590401,306.0953729590401,True,306.8385607090313,306.84278633404756,306.87189266702626,True,308.5763215420302,308.57892366702436,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,1,1,0,1,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,256,baseline,None,left,non_target_response,2239.0,2.239,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.487276332976762,N/A,N/A,N/A,N/A,N/A,N/A,1,left,2239.0,1.75,1.75,0.0,0.75,2.5,during_iti,1.489,['left'],-1,None,308.5882557920413,308.59308595902985,308.59308595902985,308.8240644590114,[2.2389985409681685],[0.07995400001527742],,,,,,,,,,,,,,,,,,,,,,,306.0953729590401,285.68900225003017,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
1,0,1,None,['left'],-1,None,[1.297297291981522],[0.1467145829810761],,3,0,3,0,0,0,0,0,,,,,1,0,1,0,308.8283251670073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8261281250161,308.8283251670073,308.8385860417077,308.8283251670073,308.8283251670073,True,309.5718938750215,309.57608316704864,309.6052271670196,True,311.30939720902825,311.3119417500566,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,2,2,0,1,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,880,baseline,None,left,non_target_response,1297.3,1.2973,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.4869292919756845,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,1,left,1297.3,1.75,1.75,0.0,0.75,2.5,during_iti,0.5473,['left'],-1,None,311.3172942920355,311.3218747500214,311.3218747500214,311.5572100840509,[1.297297291981522],[0.1467145829810761],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
2,0,2,None,['left'],1,None,[1.1724145829793997],[0.14285016700159758],,3,0,3,0,0,0,0,0,,,,,2,0,2,0,311.5605961670517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.5585341670085,311.5605961670517,311.571903208682,311.5605961670517,311.5605961670517,True,312.30521487502847,312.30944587505655,312.3386312920484,True,314.04290595900966,314.04580954200355,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,3,3,1,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1172.41,1.1724,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,2.4876134579535574,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,1172.41,1.75,1.75,0.0,0.75,2.5,during_iti,0.4224,['left'],1,None,314.05125729204156,314.05500895902514,314.05500895902514,314.29185204202076,[1.1724145829793997],[0.14285016700159758],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
