thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,0,40,None,['left'],1,None,[0.5054055420332588],[0.10935591597808525],,1,0,1,0,0,0,0,0,,,,,40,0,40,0,165.6951490000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.69266225001775,165.6951490000356,165.70554000069777,165.6951490000356,165.6951490000356,True,166.4390109590022,166.4390109590022,166.47236466704635,True,168.1767007500166,168.17955937504303,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,41,41,41,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,505.41,0.5054,1,True,correct_rejection,0,0,0,1,0,0,1.0,41,41,2.4875897919991985,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,505.41,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,168.18216304201633,168.18885795900133,168.18885795900133,168.42446166701848,[0.5054055420332588],[0.10935591597808525],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
41,0,41,None,['left'],1,None,[0.3593899579718709],[0.12746941699879244],,1,0,1,0,0,0,0,0,,,,,41,0,41,0,168.4289379590191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.42630137503147,168.4289379590191,168.43900158367276,168.4289379590191,168.4289379590191,True,169.1724046250456,169.1773345840047,169.2057363340282,True,170.910047167039,170.91278754203813,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,42,42,42,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,359.39,0.3594,1,True,correct_rejection,0,0,0,1,0,0,1.0,42,42,2.487193125009071,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,359.39,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,170.915044375055,170.92224037501728,170.92224037501728,171.15782375005074,[0.3593899579718709],[0.12746941699879244],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
42,0,42,None,['left'],1,None,[0.3400232080020942],[0.1280897079850547],,1,0,1,0,0,0,0,0,,,,,42,0,42,0,171.16218829201534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.15958350000437,171.16218829201534,171.17246054171508,171.16218829201534,171.16218829201534,True,171.90565483400133,171.91078325000126,171.93900391703937,True,173.64422779204324,173.64705479203258,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,43,43,43,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,340.02,0.34,1,True,correct_rejection,0,0,0,1,0,0,1.0,43,43,2.4880417920066975,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,340.02,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,173.6492166670505,173.65567491704132,173.65567491704132,173.89094500005012,[0.3400232080020942],[0.1280897079850547],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
43,0,43,None,['left'],1,None,[0.357373499951791],[0.12260345800314099],,1,0,1,0,0,0,0,0,,,,,43,0,43,0,173.89567012502812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.89275258401176,173.89567012502812,173.90562012570834,173.89567012502812,173.89567012502812,True,174.63901804201305,174.64406270900508,174.67233620904153,True,176.37739341700217,176.38014187500812,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,44,44,44,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,357.37,0.3574,1,True,correct_rejection,0,0,0,1,0,0,1.0,44,44,2.4882784580113366,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,357.37,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,176.3829193340498,176.38897958403686,176.38897958403686,176.6242887500557,[0.357373499951791],[0.12260345800314099],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
44,0,44,None,['left'],1,None,[0.5017372500151396],[0.12085149995982647],,1,0,1,0,0,0,0,0,,,,,44,0,44,0,176.62956487503834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.62692225002684,176.62956487503834,176.63900900067918,176.62956487503834,176.62956487503834,True,177.37242370902095,177.3765335000353,177.4057761670556,True,179.11058758402942,179.11309204204008,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,45,45,45,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,501.74,0.5017,1,True,correct_rejection,0,0,0,1,0,0,1.0,45,45,2.487933000025805,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,501.74,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,179.115367334045,179.12219350005034,179.12219350005034,179.357666625001,[0.5017372500151396],[0.12085149995982647],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
45,0,45,None,['right'],1,None,[0.5259464170085266],[0.09191499999724329],,1,0,1,0,0,0,0,0,,,,,45,0,45,0,179.36273179203272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.36005820904393,179.36273179203272,179.3722181256783,179.36273179203272,179.36273179203272,True,180.10567737504607,180.11033320904244,180.1390128750354,True,181.84416700003203,181.8465947090299,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,46,46,46,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,525.95,0.5259,1,True,hit,1,0,0,0,0,0,1.0,46,46,2.4881222909898497,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,525.95,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,181.84890450001694,181.85558129200945,181.85558129200945,182.09092587500345,[0.5259464170085266],[0.09191499999724329],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
46,0,46,None,['right'],1,None,[0.4314644170226529],[0.07504262501606718],,1,0,1,0,0,0,0,0,,,,,46,0,46,0,182.09523833403364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.09273558401037,182.09523833403364,182.10559429170488,182.09523833403364,182.09523833403364,True,182.83910425001523,182.8447140000062,182.87233741703676,True,184.57691420905758,184.57924820901826,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,47,47,47,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,431.46,0.4315,1,True,hit,1,0,0,0,0,0,1.0,47,47,2.4875936249736696,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,431.46,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,184.58184370904928,184.58900275005726,184.58900275005726,184.8243817500188,[0.4314644170226529],[0.07504262501606718],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
47,0,47,None,['right'],1,None,[0.3997469589812681],[0.08495562500320375],,1,0,1,0,0,0,0,0,,,,,47,0,47,0,184.82910433405777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.82634950004285,184.82910433405777,184.83900350070715,184.82910433405777,184.82910433405777,True,185.57224379200488,185.57745120901382,185.60564241703833,True,187.31005612504669,187.31278958404437,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,48,48,48,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,399.75,0.3997,1,True,hit,1,0,0,0,0,0,1.0,48,48,2.4872898749890737,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,399.75,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,187.31502350000665,187.3221950000152,187.3221950000152,187.55805404204875,[0.3997469589812681],[0.08495562500320375],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
48,0,48,None,['left'],1,None,[0.46463745803339407],[0.11658179201185703],,1,0,1,0,0,0,0,0,,,,,48,0,48,0,187.56348200002685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.56019220902817,187.56348200002685,187.5724122087161,187.56348200002685,187.56348200002685,True,188.30538504204014,188.31043787504314,188.33868125005392,True,190.0433645840385,190.04610975005198,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,49,49,49,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,464.64,0.4646,1,True,correct_rejection,0,0,0,1,0,0,1.0,49,49,2.486963084025774,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,464.64,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,190.04841579200001,190.05560150003294,190.05560150003294,190.29081470903475,[0.46463745803339407],[0.11658179201185703],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
49,0,49,None,['left'],1,None,[0.6062867500004359],[0.09223254205426201],,1,0,1,0,0,0,0,0,,,,,49,0,49,0,190.29563154204516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.29275508405408,190.29563154204516,190.3055526256833,190.29563154204516,190.29563154204516,True,191.03895275003742,191.04311408405192,191.07238350005355,True,192.7769412920461,192.7794975420111,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,50,50,50,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,606.29,0.6063,1,True,correct_rejection,0,0,0,1,0,0,1.0,50,50,2.4877732500317506,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,606.29,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,192.7819941250491,192.78903929202352,192.78903929202352,193.02425108401803,[0.6062867500004359],[0.09223254205426201],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
50,0,50,None,['right'],1,None,[0.5154516669572331],[0.07147491601062939],,1,0,1,0,0,0,0,0,,,,,50,0,50,0,193.02835600002436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0259932090412,193.02835600002436,193.0388831666826,193.02835600002436,193.02835600002436,True,193.77235387504334,193.77643579203868,193.80566954205278,True,195.51037133403588,195.51274841703707,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,51,51,51,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,515.45,0.5155,1,True,hit,1,0,0,0,0,0,1.0,51,51,2.487744499987457,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,515.45,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,195.51502716704272,195.52223658404546,195.52223658404546,195.75768979202257,[0.5154516669572331],[0.07147491601062939],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
51,0,51,None,['right'],1,None,[0.4018297090078704],[0.11607325001386926],,1,0,1,0,0,0,0,0,,,,,51,0,51,0,195.7621235420229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.75938741705613,195.7621235420229,195.77234529168734,195.7621235420229,195.7621235420229,True,196.50565400003688,196.51020466705086,196.53898787504295,True,198.24353512504604,198.24643758405,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,52,52,52,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,401.83,0.4018,1,True,hit,1,0,0,0,0,0,1.0,52,52,2.4875297919497825,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,401.83,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,198.2487433340284,198.25566383404657,198.25566383404657,198.4910541670397,[0.4018297090078704],[0.11607325001386926],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
52,0,52,None,['left'],1,None,[0.4093157080351375],[0.1368958330131136],,1,0,1,0,0,0,0,0,,,,,52,0,52,0,198.49632487504277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.4936281250557,198.49632487504277,198.5056816667241,198.49632487504277,198.49632487504277,True,199.23901662504068,199.2438770000008,199.2723474590457,True,200.97720133402618,200.97995845903642,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,53,53,53,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,409.32,0.4093,1,True,correct_rejection,0,0,0,1,0,0,1.0,53,53,2.4877351250033826,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,409.32,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,200.9824172500521,200.98891733400524,200.98891733400524,201.2243855840061,[0.4093157080351375],[0.1368958330131136],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
53,0,53,None,['right'],1,None,[0.6085645419661887],[0.0805032080388628],,1,0,1,0,0,0,0,0,,,,,53,0,53,0,201.2293890840374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.22643141704611,201.2293890840374,201.23902154167106,201.2293890840374,201.2293890840374,True,201.9723183340393,201.9771249590558,202.00570162502117,True,203.7108879170264,203.71326987503562,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,54,54,54,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,608.56,0.6086,1,True,hit,1,0,0,0,0,0,1.0,54,54,2.488098166999407,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,608.56,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,203.71551683405414,203.7222857090528,203.7222857090528,203.95762416702928,[0.6085645419661887],[0.0805032080388628],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
54,0,54,None,['right'],1,None,[0.4146892089629546],[0.06870995805365965],,1,0,1,0,0,0,0,0,,,,,54,0,54,0,203.9619732920546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.95934741705423,203.9619732920546,203.97227220872108,203.9619732920546,203.9619732920546,True,204.70573691703612,204.71056100004353,204.7389898750116,True,206.4432200420415,206.44607383402763,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,55,55,55,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,414.69,0.4147,1,True,hit,1,0,0,0,0,0,1.0,55,55,2.487292999983765,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,414.69,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,206.44833870901493,206.45571908401325,206.45571908401325,206.6914857920492,[0.4146892089629546],[0.06870995805365965],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
55,0,55,None,['left'],1,None,[0.44623550004325807],[0.1002896249992773],,1,0,1,0,0,0,0,0,,,,,55,0,55,0,206.6968418340548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.69372216705233,206.6968418340548,206.70567925071035,206.6968418340548,206.6968418340548,True,207.43903587502427,207.44372862501768,207.47238983400166,True,209.17691933404421,209.17956558405422,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,56,56,56,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,446.24,0.4462,1,True,correct_rejection,0,0,0,1,0,0,1.0,56,56,2.4871127500082366,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,446.24,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,209.18205737503013,209.1887933750404,209.1887933750404,209.42438937502448,[0.44623550004325807],[0.1002896249992773],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
