thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,0,49,None,['left'],1,None,[0.7147795000346377],[0.11906529200496152],,3,0,3,0,0,0,0,0,,,,,49,0,49,0,359.2037025000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.20095454202965,359.2037025000318,359.21373495867397,359.2037025000318,359.2037025000318,True,359.94698720803717,359.94698720803717,359.9804320000112,True,361.18543533299817,361.1882082920056,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,50,50,49,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,714.78,0.7148,1,True,correct_rejection,0,0,0,1,0,0,0.9388,46,49,1.9878842500038445,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,714.78,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,361.19068470800994,361.19698570802575,361.19698570802575,361.4324563750415,[0.7147795000346377],[0.11906529200496152],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
50,0,50,None,['right'],1,None,[0.9967048750258982],[0.10464995796792209],,3,0,3,0,0,0,0,0,,,,,50,0,50,0,361.4391883329954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.4341627500253,361.4391883329954,361.4470278747069,361.4391883329954,361.4391883329954,True,362.1803368330002,362.18547062500147,362.21374391700374,True,363.4188620420173,363.4217656250112,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,51,51,50,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,996.7,0.9967,1,True,hit,1,0,0,0,0,0,0.94,47,50,1.988071082974784,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,996.7,1.25,1.25,0.0,0.75,2.0,during_iti,0.2467,['right'],1,None,363.4243410000345,363.4303438750212,363.4303438750212,363.6662779170438,[0.9967048750258982],[0.10464995796792209],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
51,0,51,None,['left'],1,None,[0.7960822920431383],[0.10917179199168459],,3,0,3,0,0,0,0,0,,,,,51,0,51,0,363.67261545802467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6682893750258,363.67261545802467,363.68043645867533,363.67261545802467,363.67261545802467,True,364.41374487499706,364.41807141702157,364.447158917028,True,365.65156387502793,365.6544695000048,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,52,52,51,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,796.08,0.7961,1,True,correct_rejection,0,0,0,1,0,0,0.9412,48,51,1.9869533749879338,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,796.08,1.25,1.25,0.0,0.75,2.0,during_iti,0.0461,['left'],1,None,365.6569933750434,365.6637381250039,365.6637381250039,365.8996225420269,[0.7960822920431383],[0.10917179199168459],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
52,0,52,None,['left'],1,None,[0.6953922499669716],[0.12932475004345179],,3,0,3,0,0,0,0,0,,,,,52,0,52,0,365.90541358303744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.90207104198635,365.90541358303744,365.9138834996886,365.90541358303744,365.90541358303744,True,366.64710437500617,366.6521916670026,366.6804500829894,True,367.8850650000386,367.8878231670242,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,53,53,52,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,695.39,0.6954,1,True,correct_rejection,0,0,0,1,0,0,0.9423,49,52,1.9870970830088481,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,695.39,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,367.89055987499887,367.8970389580354,367.8970389580354,368.1325150420307,[0.6953922499669716],[0.12932475004345179],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
53,0,53,None,['left'],1,None,[0.6858598330290988],[0.12098599999444559],,3,0,3,0,0,0,0,0,,,,,53,0,53,0,368.13879825000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.13551475002896,368.13879825000186,368.1470789586931,368.13879825000186,368.13879825000186,True,368.8803420420154,368.8853281670017,368.9137402920169,True,370.1190373750287,370.121973625035,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,54,54,53,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,685.86,0.6859,1,True,correct_rejection,0,0,0,1,0,0,0.9434,50,53,1.988188875024207,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,685.86,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,370.1244752079947,370.1302840420394,370.1302840420394,370.36595779203344,[0.6858598330290988],[0.12098599999444559],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
54,0,54,None,['left'],1,None,[0.4472037910018116],[0.15010841697221622],,3,0,3,0,0,0,0,0,,,,,54,0,54,0,370.37063733302057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.3676876670215,370.37063733302057,370.38040037471023,370.37063733302057,370.37063733302057,True,371.11367395799607,371.11839637503726,371.14707558299415,True,372.3518766250345,372.35460308298934,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,55,55,54,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,447.2,0.4472,1,True,correct_rejection,0,0,0,1,0,0,0.9444,51,54,1.9876599579583853,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,447.2,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,372.3571291670087,372.363640125026,372.363640125026,372.5991520000389,[0.4472037910018116],[0.15010841697221622],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
55,0,55,None,"['right', 'left']",0,None,"[0.7036787919932976, 0.9819595000008121]","[0.0888928750064224, 0.11543462495319545]",,3,0,3,0,0,0,0,0,,,,,55,0,55,0,372.60410462500295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.6009598330129,372.60410462500295,372.613728624656,372.60410462500295,372.60410462500295,True,373.3470820420189,373.3519405419938,373.3804175829864,True,374.58566750003956,374.5885127920192,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,56,56,55,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,right,target_response,703.68,0.7037,0,False,false_alarm,0,0,0,0,1,0,0.9273,51,55,1.9881642909604125,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,2,"['right', 'left']","[703.68, 981.96]",1.25,1.25,0.0,0.75,2.0,during_stimulus,,"['right', 'left']",0,None,374.59217262500897,374.596473417012,374.596473417012,374.8333855830133,"[0.7036787919932976, 0.9819595000008121]","[0.0888928750064224, 0.11543462495319545]",,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
56,0,56,None,['left'],1,None,[1.0451612909673713],[0.10415379202459008],,3,0,3,0,0,0,0,0,,,,,56,0,56,0,374.8400207920349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.8361337080132,374.8400207920349,374.8472881246746,374.8400207920349,374.8400207920349,True,375.58041900000535,375.5852884580381,375.61367658298695,True,376.81890725000994,376.8215248750057,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,57,57,56,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,1045.16,1.0452,1,True,correct_rejection,0,0,0,1,0,0,0.9286,52,56,1.9871834589866921,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1045.16,1.25,1.25,0.0,0.75,2.0,during_iti,0.2952,['left'],1,None,376.8249176670215,376.8303298749961,376.8303298749961,377.0658696250175,[1.0451612909673713],[0.10415379202459008],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
57,0,57,None,['right'],1,None,[0.8892481669900008],[0.10837825003545731],,3,0,3,0,0,0,0,0,,,,,57,0,57,0,377.07052862498676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.06761370802997,377.07052862498676,377.08043754171035,377.07052862498676,377.07052862498676,True,377.8137133329874,377.81879666703753,377.84709383302834,True,379.05199925001943,379.0548283330281,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,58,58,57,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,889.25,0.8892,1,True,hit,1,0,0,0,0,0,0.9298,53,57,1.9877698330092244,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,889.25,1.25,1.25,0.0,0.75,2.0,during_iti,0.1392,['right'],1,None,379.05721920804353,379.06364258303074,379.06364258303074,379.2991775420378,[0.8892481669900008],[0.10837825003545731],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
58,0,58,None,['left'],1,None,[0.7140490830061026],[0.11607712495606393],,3,0,3,0,0,0,0,0,,,,,58,0,58,0,379.304655792017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3015902080224,379.304655792017,379.3137600836965,379.304655792017,379.304655792017,True,380.04709712503245,380.05282541702036,380.080335375038,True,381.2854489579913,381.2879523750162,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,59,59,58,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,714.05,0.714,1,True,correct_rejection,0,0,0,1,0,0,0.931,54,58,1.9878768749767914,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,714.05,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,381.29029666702263,381.29699100001017,381.29699100001017,381.5324252920109,[0.7140490830061026],[0.11607712495606393],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
59,0,59,None,['left'],1,None,[0.9479494590195827],[0.10906583297764882],,3,0,3,0,0,0,0,0,,,,,59,0,59,0,381.53681958303787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.53411062504165,381.53681958303787,381.54700920870914,381.53681958303787,381.53681958303787,True,382.2803629580303,382.28517741704127,382.3137948749936,True,383.5184698330122,383.52113912499044,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,60,60,59,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,947.95,0.9479,1,True,correct_rejection,0,0,0,1,0,0,0.9322,55,59,1.9876900420058519,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,947.95,1.25,1.25,0.0,0.75,2.0,during_iti,0.1979,['left'],1,None,383.5235076250392,383.53037966700504,383.53037966700504,383.7658990420168,[0.9479494590195827],[0.10906583297764882],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
60,0,60,None,['right'],1,None,[0.6452184590161778],[0.10730624996358529],,3,0,3,0,0,0,0,0,,,,,60,0,60,0,383.7706550830044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.76762712502386,383.7706550830044,383.78045795869934,383.7706550830044,383.7706550830044,True,384.51369195804,384.5178397920099,384.5471082919976,True,385.752602750028,385.75557266699616,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,61,61,60,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,645.22,0.6452,1,True,hit,1,0,0,0,0,0,0.9333,56,60,1.9883171670371667,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,645.22,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,385.7579442500137,385.7636452920269,385.7636452920269,385.9993367079878,[0.6452184590161778],[0.10730624996358529],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
0,0,0,None,,,,,,None,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main_1back,Main 1-back,,0,,001,2026-02-05_15h54.57.894,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.9333,1,60,56,19,1,0,1,3,37,0,0.95,0.075,3.0844,386.02391550003085,386.02768387499964,386.02768387499964,386.03050266631953,389.43035825004335,390.98728912504157,None,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
3,0,3,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-02-05_15h54.57.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
0,0,0,None,['left'],1,None,[0.8474549999809824],[0.13252670801011845],,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,406.4225088329986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.02148545801174,391.02529154199874,391.02529154199874,391.03471124999925,393.29722791666086,393.3019723750185,400.79706779169305,401.53865750000114,401.5970718336796,404.0886247080052,402.76774341700366,400.7804011250264,405.0356779579888,405.04704866669294,405.0356779579888,405.4224469580222,left,0.27215316699584946,0.11028870800510049,None,405.42733837501146,405.44715620804345,405.44715620804345,406.41590954200365,None,406.41912008303916,406.4225088329986,406.4302874996831,406.4225088329986,406.4225088329986,True,407.1637352500111,407.1684773750021,407.19714237499284,True,408.40185579203535,408.40474141703453,practice_0back,Practice 0-back,5,0,929519_s_1.25,001,2026-02-05_15h54.57.894,5,1,0,0_back,5,1,1,1,1,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,847.45,0.8475,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,1.9876415830221958,N/A,N/A,N/A,N/A,N/A,N/A,1,left,847.45,1.25,1.25,0.0,0.75,2.0,during_iti,0.0975,['left'],1,None,408.40727337502176,408.4136584170046,408.4136584170046,408.649050750013,[0.8474549999809824],[0.13252670801011845],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
1,0,1,None,['right'],1,None,[0.8982641250477172],[0.06860541697824374],,4,0,4,0,0,0,0,0,,,,,1,0,1,0,408.65519979200326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.65205941704335,408.65519979200326,408.66371404170445,408.65519979200326,408.65519979200326,True,409.3970599580207,409.40187620802317,409.4303560000262,True,410.6355226250016,410.63834574999055,practice_0back,Practice 0-back,5,0,929519_s_1.25,001,2026-02-05_15h54.57.894,5,1,0,0_back,5,1,2,2,2,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,898.26,0.8983,1,True,hit,1,0,0,0,0,0,1.0,2,2,1.9881008340162225,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,1,right,898.26,1.25,1.25,0.0,0.75,2.0,during_iti,0.1483,['right'],1,None,410.6410214580246,410.64694908302044,410.64694908302044,410.88932595803635,[0.8982641250477172],[0.06860541697824374],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
2,0,2,None,['left'],1,None,[0.6107061250368133],[0.07721508300164714],,4,0,4,0,0,0,0,0,,,,,2,0,2,0,410.8965439579915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.8911698749871,410.8965439579915,410.9031388746846,410.8965439579915,410.8965439579915,True,411.6352317080018,411.6352317080018,411.66845958301565,True,412.8804030420142,412.88340804202016,practice_0back,Practice 0-back,5,0,929519_s_1.25,001,2026-02-05_15h54.57.894,5,1,0,0_back,5,1,3,3,3,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,610.71,0.6107,1,True,correct_rejection,0,0,0,1,0,0,1.0,3,3,1.9928112909547053,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,610.71,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,412.88627404201543,412.88965508301044,412.88965508301044,413.12060758302687,[0.6107061250368133],[0.07721508300164714],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
