thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
33,0,33,None,['left'],1,None,[0.7330835000029765],[0.09662820800440386],,3,0,3,0,0,0,0,0,,,,,33,0,33,0,323.28028708300553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.27375925000524,323.28028708300553,323.28514754167213,323.28028708300553,323.28028708300553,True,324.0187867920031,324.0187867920031,324.04647025000304,True,325.2636757080327,325.26609279203694,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,34,34,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,733.08,0.7331,1,True,correct_rejection,0,0,0,1,0,0,0.9091,30,33,1.9946387919480912,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,733.08,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,325.2695021670079,325.2724945000373,325.2724945000373,325.50387291703373,[0.7330835000029765],[0.09662820800440386],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
34,0,34,None,['left'],1,None,[1.2041854159906507],[0.1254644169821404],,3,0,3,0,0,0,0,0,,,,,34,0,34,0,325.51366837503156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.5055477920105,325.51366837503156,325.5182581666779,325.51366837503156,325.51366837503156,True,326.251917082991,326.251917082991,326.28034808300436,True,327.49706604203675,327.49964175000787,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,35,35,34,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1204.19,1.2042,1,True,correct_rejection,0,0,0,1,0,0,0.9118,31,34,1.9949267499614507,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1204.19,1.25,1.25,0.0,0.75,2.0,during_iti,0.4542,['left'],1,None,327.50193412502995,327.5048748750123,327.5048748750123,327.737753333,[1.2041854159906507],[0.1254644169821404],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
35,0,35,None,['left'],1,None,[0.8807199590373784],[0.10098704096162692],,3,0,3,0,0,0,0,0,,,,,35,0,35,0,327.7470663750428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.74016824999126,327.7470663750428,327.752024916703,327.7470663750428,327.7470663750428,True,328.4854388330132,328.4854388330132,328.51379141700454,True,329.7304169579875,329.7337629580288,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,36,36,35,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,880.72,0.8807,1,True,correct_rejection,0,0,0,1,0,0,0.9143,32,35,1.9945810830104165,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,880.72,1.25,1.25,0.0,0.75,2.0,during_iti,0.1307,['left'],1,None,329.7359792920179,329.73922866699286,329.73922866699286,329.9711497499957,[0.8807199590373784],[0.10098704096162692],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
36,0,36,None,['right'],1,None,[0.4707896250183694],[0.09277670795563608],,3,0,3,0,0,0,0,0,,,,,36,0,36,0,329.9804143750225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.9729245000053,329.9804143750225,329.9852327086885,329.9804143750225,329.9804143750225,True,330.7188882920309,330.7188882920309,330.74707862501964,True,331.96370666701114,331.96623324998654,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,37,37,36,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,470.79,0.4708,1,True,hit,1,0,0,0,0,0,0.9167,33,36,1.9942393339588307,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,470.79,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,331.9684995000134,331.97134658304276,331.97134658304276,332.4116865420365,[0.4707896250183694],[0.09277670795563608],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
37,0,37,None,['left'],1,None,[1.0748018749873154],[0.11176491703372449],,3,0,3,0,0,0,0,0,,,,,37,0,37,0,332.41709654201986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.41335933300434,332.41709654201986,332.413725666694,332.41709654201986,332.41709654201986,True,333.1513594170101,333.16374799999176,333.1803971250192,True,334.397090708022,334.3995130000403,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,38,38,37,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1074.8,1.0748,1,True,correct_rejection,0,0,0,1,0,0,0.9189,34,37,1.987043500004802,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1074.8,1.25,1.25,0.0,0.75,2.0,during_iti,0.3248,['left'],1,None,334.40207516698865,334.40516308299266,334.40516308299266,334.6369221250061,[1.0748018749873154],[0.11176491703372449],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
38,0,38,None,['left'],1,None,[0.6532072920235805],[0.0927225420018658],,3,0,3,0,0,0,0,0,,,,,38,0,38,0,334.6470043750014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.6392869580304,334.6470043750014,334.6513980416969,334.6470043750014,334.6470043750014,True,335.38524404203054,335.38524404203054,335.4136168330442,True,336.630399042042,336.62177833303576,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,39,39,38,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,653.21,0.6532,1,True,correct_rejection,0,0,0,1,0,0,0.9211,35,38,1.9839860000065528,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,653.21,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,336.6247145420057,336.630399042042,336.630399042042,336.8661759580136,[0.6532072920235805],[0.0927225420018658],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
39,0,39,None,['left'],1,None,[0.8304236670373939],[0.09984666696982458],,3,0,3,0,0,0,0,0,,,,,39,0,39,0,336.87142520799534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.8679725000402,336.87142520799534,336.880414708696,336.87142520799534,336.87142520799534,True,337.6137595420005,337.61912616703194,337.6470773330075,True,338.85192441701656,338.85493900004076,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,40,40,39,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,830.42,0.8304,1,True,correct_rejection,0,0,0,1,0,0,0.9231,36,39,1.9875389580265619,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,830.42,1.25,1.25,0.0,0.75,2.0,during_iti,0.0804,['left'],1,None,338.85740354203153,338.863647708029,338.863647708029,339.0994142499985,[0.8304236670373939],[0.09984666696982458],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
40,0,40,None,['right'],1,None,[0.6465463750064373],[0.07230583298951387],,3,0,3,0,0,0,0,0,,,,,40,0,40,0,339.10453337500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.1011042500031,339.10453337500803,339.11378237465783,339.10453337500803,339.10453337500803,True,339.84718358301325,339.84718358301325,339.8804973330116,True,341.085525875038,341.0884342500358,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,41,41,40,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,646.55,0.6465,1,True,hit,1,0,0,0,0,0,0.925,37,40,1.9878383340546861,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,646.55,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,341.09115808299975,341.0970831250306,341.0970831250306,341.33306283300044,[0.6465463750064373],[0.07230583298951387],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
41,0,41,None,['left'],1,None,[0.6019066250300966],[0.060458249994553626],,3,0,3,0,0,0,0,0,,,,,41,0,41,0,341.338988292031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.33558962499956,341.338988292031,341.3472472087053,341.338988292031,341.338988292031,True,342.08034425001824,342.08550808299333,342.1136911670328,True,343.319403792033,343.32215433300007,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,42,42,41,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,601.91,0.6019,1,True,correct_rejection,0,0,0,1,0,0,0.9268,38,41,1.988006416009739,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,601.91,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,343.3246900420054,343.3303173329914,343.3303173329914,343.5658243750222,[0.6019066250300966],[0.060458249994553626],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
42,0,42,None,['left'],1,None,[0.8072803340037353],[0.11651245801476762],,3,0,3,0,0,0,0,0,,,,,42,0,42,0,343.5711840830045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.5681982500246,343.5711840830045,343.58036808367274,343.5711840830045,343.5711840830045,True,344.31376137502957,344.3187236250378,344.34719350002706,True,345.55187770799967,345.55473616701784,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,43,43,42,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,807.28,0.8073,1,True,correct_rejection,0,0,0,1,0,0,0.9286,39,42,1.9876902499818243,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,807.28,1.25,1.25,0.0,0.75,2.0,during_iti,0.0573,['left'],1,None,345.55724875000305,345.56364404200576,345.56364404200576,345.79940970800817,[0.8072803340037353],[0.11651245801476762],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
43,0,43,None,['left'],1,None,[0.6248497089836746],[0.07597050000913441],,3,0,3,0,0,0,0,0,,,,,43,0,43,0,345.8044913330232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.80110516701825,345.8044913330232,345.81371233368213,345.8044913330232,345.8044913330232,True,346.546994000033,346.55129066703375,346.5805091250222,True,347.78505120798945,347.78799174999585,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,44,44,43,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,624.85,0.6248,1,True,correct_rejection,0,0,0,1,0,0,0.9302,40,43,1.9873619169811718,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,624.85,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,347.7905208329903,347.7970277920249,347.7970277920249,348.03243033302715,[0.6248497089836746],[0.07597050000913441],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
44,0,44,None,['left'],1,None,[1.0037214999902062],[0.1157644169870764],,3,0,3,0,0,0,0,0,,,,,44,0,44,0,348.03673808299936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0341893330333,348.03673808299936,348.047034124673,348.03673808299936,348.03673808299936,True,348.78037970804144,348.78581604204373,348.81393962498987,True,350.018608042039,350.0215056670131,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,45,45,44,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,1003.72,1.0037,1,True,correct_rejection,0,0,0,1,0,0,0.9318,41,44,1.9878361250157468,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1003.72,1.25,1.25,0.0,0.75,2.0,during_iti,0.2537,['left'],1,None,350.0241898330278,350.0303624169901,350.0303624169901,350.2658548330073,[1.0037214999902062],[0.1157644169870764],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
45,0,45,None,['right'],1,None,[0.6565589579986408],[0.10756774997571483],,3,0,3,0,0,0,0,0,,,,,45,0,45,0,350.2705907500349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.2676458330243,350.2705907500349,350.28048316669106,350.2705907500349,350.2705907500349,True,351.0137014170177,351.01913812500425,351.0470258750138,True,352.2517656250275,352.25477870804025,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,46,46,45,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,656.56,0.6566,1,True,hit,1,0,0,0,0,0,0.9333,42,45,1.9876169589697383,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,656.56,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,352.25731054198695,352.2636475000181,352.2636475000181,352.49937491700985,[0.6565589579986408],[0.10756774997571483],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
46,0,46,None,['right'],1,None,[0.5310133750317618],[0.11603908299002796],,3,0,3,0,0,0,0,0,,,,,46,0,46,0,352.5044230420026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.50115654204274,352.5044230420026,352.5136603337053,352.5044230420026,352.5044230420026,True,353.2470170829911,353.25214358302765,353.2803568750387,True,354.4851014169981,354.4878482919885,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,47,47,46,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,531.01,0.531,1,True,hit,1,0,0,0,0,0,0.9348,43,46,1.9874430829659104,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,531.01,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,354.4903326249914,354.4969515000121,354.4969515000121,354.7324825830292,[0.5310133750317618],[0.11603908299002796],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
47,0,47,None,['left'],1,None,[0.4887796670082025],[0.09235433302819729],,3,0,3,0,0,0,0,0,,,,,47,0,47,0,354.73800175002543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.734900917043,354.73800175002543,354.7470479586666,354.73800175002543,354.73800175002543,True,355.480347542034,355.4856787919998,355.51379604201065,True,356.71848887501983,356.7212049580412,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,48,48,47,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,488.78,0.4888,1,True,correct_rejection,0,0,0,1,0,0,0.9362,44,47,1.9876901249517687,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,488.78,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,356.72371325001586,356.73034141701646,356.73034141701646,356.9657448329963,[0.4887796670082025],[0.09235433302819729],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
48,0,48,None,['left'],1,None,[0.5650615000049584],[0.15246620797552168],,3,0,3,0,0,0,0,0,,,,,48,0,48,0,356.97028270800365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9674198330031,356.97028270800365,356.98035899969204,356.97028270800365,356.97028270800365,True,357.71369250002317,357.71877008304,357.7471221250016,True,358.9518974579987,358.9549509169883,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,49,49,48,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,565.06,0.5651,1,True,correct_rejection,0,0,0,1,0,0,0.9375,45,48,1.9878269170294516,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,565.06,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,358.9577345830039,358.96378458302934,358.96378458302934,359.199182167009,[0.5650615000049584],[0.15246620797552168],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
