thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,exp_finished.started,text_instr.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
17,0,17,None,['left'],1,None,[0.6787865830119699],[0.10875204199692234],,3,0,3,0,0,0,0,0,,,,,17,0,17,0,333.2278155410313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.2195614160155,333.2278155410313,333.23236004170417,333.2278155410313,333.2278155410313,True,333.96602845803136,333.96602845803136,333.9944814580376,True,335.7111290830071,335.7139653330087,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,18,18,18,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,678.79,0.6788,1,True,correct_rejection,0,0,0,1,0,0,1.0,18,18,2.495174292009324,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,678.79,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,335.71638879104285,335.7202670830302,335.7202670830302,335.9513535000151,[0.6787865830119699],[0.10875204199692234],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
18,0,18,None,['right'],1,None,[0.738942791998852],[0.1368497500079684],,3,0,3,0,0,0,0,0,,,,,18,0,18,0,335.96120566601167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.9530560830026,335.96120566601167,335.9657039576598,335.96120566601167,335.96120566601167,True,336.6997556660208,336.6997556660208,336.7272220409941,True,338.444384750037,338.4467805410386,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,19,19,19,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,738.94,0.7389,1,True,hit,1,0,0,0,0,0,1.0,19,19,2.4946723329485394,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,738.94,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,338.44917508302024,338.452039833006,338.452039833006,338.68504400004167,[0.738942791998852],[0.1368497500079684],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
19,0,19,None,['left'],1,None,[0.5643812920316122],[0.09574145800434053],,3,0,3,0,0,0,0,0,,,,,19,0,19,0,338.6944740000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.68674145801924,338.6944740000181,338.69948145770854,338.6944740000181,338.6944740000181,True,339.4323920410243,339.4323920410243,339.4610218750313,True,341.17771133303177,341.1800631660153,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,20,20,20,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,564.38,0.5644,1,True,correct_rejection,0,0,0,1,0,0,1.0,20,20,2.4942762500140816,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,564.38,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,341.1824574160273,341.1945076660486,341.1945076660486,341.4184072079952,[0.5643812920316122],[0.09574145800434053],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
20,0,20,None,['left'],1,None,[0.8654350829892792],[0.11309237498790026],,3,0,3,0,0,0,0,0,,,,,20,0,20,0,341.4277404160239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.42147145804483,341.4277404160239,341.43290837470363,341.4277404160239,341.4277404160239,True,342.16563900001347,342.16563900001347,342.19937458302593,True,343.91121108300285,343.9139642500086,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,21,21,21,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,865.44,0.8654,1,True,correct_rejection,0,0,0,1,0,0,1.0,21,21,2.4946510829613544,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,865.44,1.75,1.75,0.0,0.75,2.5,during_iti,0.1154,['left'],1,None,343.9163036660175,343.91972220799653,343.91972220799653,344.15150183299556,[0.8654350829892792],[0.11309237498790026],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
21,0,21,None,['left'],1,None,[0.8145214579999447],[0.09119708399521187],,3,0,3,0,0,0,0,0,,,,,21,0,21,0,344.16115429101046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1532153750304,344.16115429101046,344.166000624715,344.16115429101046,344.16115429101046,True,344.8992685410194,344.8992685410194,344.92768716602586,True,346.6613732080441,346.63962558301864,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,22,22,22,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,814.52,0.8145,1,True,correct_rejection,0,0,0,1,0,0,1.0,22,22,2.4868611249839887,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,814.52,1.75,1.75,0.0,0.75,2.5,during_iti,0.0645,['left'],1,None,346.6420142080169,346.6613732080441,346.6613732080441,346.8797312080278,[0.8145214579999447],[0.09119708399521187],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
22,0,22,None,['left'],1,None,[0.729529874981381],[0.10199691698653623],,3,0,3,0,0,0,0,0,,,,,22,0,22,0,346.88592491601594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.88270770804957,346.88592491601594,346.89438624971467,346.88592491601594,346.88592491601594,True,347.6277940000291,347.6326902080327,347.6611699160421,True,349.3658445409965,349.36868945800234,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,23,23,23,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,729.53,0.7295,1,True,correct_rejection,0,0,0,1,0,0,1.0,23,23,2.487779540999327,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,729.53,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,349.3709503750433,349.3777513750247,349.3777513750247,349.61348654102767,[0.729529874981381],[0.10199691698653623],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
23,0,23,None,['left'],1,None,[0.6468736249953508],[0.10118120902916417],,3,0,3,0,0,0,0,0,,,,,23,0,23,0,349.6186066660448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.61505554104224,349.6186066660448,349.6278557917142,349.6186066660448,349.6186066660448,True,350.3611458330415,350.366479874996,350.3944574579946,True,352.09947700001067,352.1022649999941,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,24,24,24,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,646.87,0.6469,1,True,correct_rejection,0,0,0,1,0,0,1.0,24,24,2.4876261250465177,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,646.87,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,352.1046049160068,352.11105504102306,352.11105504102306,352.3466523330426,[0.6468736249953508],[0.10118120902916417],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
24,0,24,None,['left'],1,None,[0.8300966249662451],[0.08948108303593472],,3,0,3,0,0,0,0,0,,,,,24,0,24,0,352.3524327080231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.34904962504515,352.3524327080231,352.36114804167687,352.3524327080231,352.3524327080231,True,353.0946782910032,353.099697208032,353.12782320799306,True,354.83278570801485,354.83562512503704,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,25,25,25,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,830.1,0.8301,1,True,correct_rejection,0,0,0,1,0,0,1.0,25,25,2.4878200000384822,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,830.1,1.75,1.75,0.0,0.75,2.5,during_iti,0.0801,['left'],1,None,354.8379252500017,354.8444187910063,354.8444187910063,355.07998541602865,[0.8300966249662451],[0.08948108303593472],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
25,0,25,None,['right'],1,None,[0.5735355420038104],[0.1390609159716405],,3,0,3,0,0,0,0,0,,,,,25,0,25,0,355.08585875004064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0823292910354,355.08585875004064,355.09445866669216,355.08585875004064,355.08585875004064,True,355.8278378749965,355.83224975003395,355.86113287502667,True,357.5658393329941,357.5684503749944,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,26,26,26,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,573.54,0.5735,1,True,hit,1,0,0,0,0,0,1.0,26,26,2.487501333002001,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,573.54,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,357.5707739579957,357.57778875000076,357.57778875000076,357.81317974999547,[0.5735355420038104],[0.1390609159716405],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
26,0,26,None,['left'],1,None,[0.7585382499964908],[0.10669666703324765],,3,0,3,0,0,0,0,0,,,,,26,0,26,0,357.81792495801346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.81502091599395,357.81792495801346,357.82777920767353,357.81792495801346,357.81792495801346,True,358.56116879102774,358.565955500002,358.5945715000271,True,360.29939641599776,360.3019465410034,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,27,27,27,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,758.54,0.7585,1,True,correct_rejection,0,0,0,1,0,0,1.0,27,27,2.487948832975235,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,758.54,1.75,1.75,0.0,0.75,2.5,during_iti,0.0085,['left'],1,None,360.30431708303513,360.3110747500323,360.3110747500323,360.5471720410278,[0.7585382499964908],[0.10669666703324765],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
27,0,27,None,['left'],1,None,[0.5954417919856496],[0.1006776670110412],,3,0,3,0,0,0,0,0,,,,,27,0,27,0,360.55296637502033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.5488632080378,360.55296637502033,360.56124708266384,360.55296637502033,360.55296637502033,True,361.29449904104695,361.29963779100217,361.327752666024,True,363.0333593750256,363.0358612500131,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,28,28,28,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,595.44,0.5954,1,True,correct_rejection,0,0,0,1,0,0,1.0,28,28,2.487823790987022,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,595.44,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,363.03838791599264,363.0445073330193,363.0445073330193,363.27966129104607,[0.5954417919856496],[0.1006776670110412],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
28,0,28,None,['left'],1,None,[0.656354334030766],[0.1080719159799628],,3,0,3,0,0,0,0,0,,,,,28,0,28,0,363.28425754100317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.2814587080502,363.28425754100317,363.2943655416641,363.28425754100317,363.28425754100317,True,364.0277199160191,364.0277199160191,364.06107812502887,True,365.76512037502835,365.7678589580464,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,29,29,29,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,656.35,0.6564,1,True,correct_rejection,0,0,0,1,0,0,1.0,29,29,2.4872938750195317,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,656.35,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,365.7702448750497,365.7777681250009,365.7777681250009,366.0130692080129,[0.656354334030766],[0.1080719159799628],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
29,0,29,None,['right'],1,None,[0.5575557919801213],[0.08387133298674598],,3,0,3,0,0,0,0,0,,,,,29,0,29,0,366.01754641602747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.014833291003,366.01754641602747,366.0276776666908,366.01754641602747,366.01754641602747,True,366.7611371250241,366.7611371250241,366.7944122500485,True,368.49874866602477,368.50148937501945,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,30,30,30,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,557.56,0.5576,1,True,hit,1,0,0,0,0,0,1.0,30,30,2.487305166956503,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,557.56,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,368.5038505830453,368.51104437501635,368.51104437501635,368.74640441604424,[0.5575557919801213],[0.08387133298674598],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
30,0,30,None,['left'],1,None,[0.7101059170090593],[0.11174958298215643],,3,0,3,0,0,0,0,0,,,,,30,0,30,0,368.7510184160201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.7481514160172,368.7510184160201,368.7610287496975,368.7510184160201,368.7510184160201,True,369.4945178750204,369.4995920410147,369.5278240410262,True,371.23249983304413,371.2353467910434,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,31,31,31,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,710.11,0.7101,1,True,correct_rejection,0,0,0,1,0,0,1.0,31,31,2.4878025830257684,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,710.11,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,371.23806545801926,371.2444297079928,371.2444297079928,371.4796865830431,[0.7101059170090593],[0.11174958298215643],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
31,0,31,None,['left'],1,None,[0.6318922499776818],[0.11492279201047495],,3,0,3,0,0,0,0,0,,,,,31,0,31,0,371.4844927910017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.4815751660499,371.4844927910017,371.4943832916945,371.4844927910017,371.4844927910017,True,372.2278513330384,372.2323019159958,372.2612235000124,True,373.9657126250095,373.9683251249953,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,32,32,32,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,631.89,0.6319,1,True,correct_rejection,0,0,0,1,0,0,1.0,32,32,2.4877015000092797,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,631.89,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,373.97066162503324,373.97771545802243,373.97771545802243,374.21313429099973,[0.6318922499776818],[0.11492279201047495],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
32,0,32,None,['right'],1,None,[0.496562082960736],[0.14005104202078655],,3,0,3,0,0,0,0,0,,,,,32,0,32,0,374.21823425003095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.2149172500358,374.21823425003095,374.2277799166661,374.21823425003095,374.21823425003095,True,374.9611373330117,374.9659720410127,374.9945041250321,True,376.69990300002974,376.702316083014,main_0back,Main 0-back,4,0,462892_s_1.75,001,2026-02-05_15h27.32.577,4,1,0,0_back,60,1,33,33,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,496.56,0.4966,1,True,hit,1,0,0,0,0,0,1.0,33,33,2.4883877920219675,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,496.56,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,376.7046520410222,376.7110538330162,376.7110538330162,376.9463988750358,[0.496562082960736],[0.14005104202078655],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
