thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,None,None,1,None,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.79326141695492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.49477679200936,44.49831658398034,44.49831658398034,44.50291150000412,48.76457795862031,48.285597959009465,56.26451812562688,57.00617329200031,57.06457983365205,57.8311545419856,56.23561145900749,59.73121395899216,60.498357917007525,60.50428537564973,60.498357917007525,61.78654512495268,right,1.1060881249723025,0.1723820409970358,None,61.79423695895821,61.80452091700863,61.80452091700863,62.78499512496637,None,62.788883959001396,62.79326141695492,62.79866491665986,62.79326141695492,62.79326141695492,True,63.53132554196054,63.536532624973916,63.564746624964755,True,65.7694552919711,65.77229900000384,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,1,1,0,1,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,256,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.986025125021115,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,2.25,2.25,0.0,0.75,3.0,no_response,N/A,None,1,None,65.78862012497848,65.79275054199388,65.79275054199388,66.01674920896767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
1,0,1,None,None,1,None,,,,,,1,0,1,0,0,0,0,0,,,,,1,0,1,0,66.02280350000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.01918841700535,66.02280350000365,66.03124812565899,66.02280350000365,66.02280350000365,True,66.76488262496423,66.77023591700708,66.79802170896437,True,69.00337404198945,69.0062890839763,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,2,2,0,1,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,128,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.9883031669887714,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,0,none,None,2.25,2.25,0.0,0.75,3.0,no_response,N/A,None,1,None,69.0066545419977,69.01466295897262,69.01466295897262,69.25003566697706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
2,0,2,None,['left'],1,None,[0.9068840830004774],[0.12260674999561161],,,,1,0,1,0,0,0,0,0,,,,,2,0,2,0,69.25652799999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.25319995899918,69.25652799999807,69.26458750066037,69.25652799999807,69.25652799999807,True,69.99788591696415,70.00310058397008,70.03121183399344,True,72.23655870900257,72.23940587497782,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,3,3,1,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,906.88,0.9069,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,2.9881269999896176,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,906.88,2.25,2.25,0.0,0.75,3.0,during_iti,0.1569,['left'],1,None,72.24919108400354,72.25297683395911,72.25297683395911,72.48333854199154,[0.9068840830004774],[0.12260674999561161],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
3,0,3,None,['left'],1,None,[0.6141754999989644],[0.12291449995245785],,,,1,0,1,0,0,0,0,0,,,,,3,0,3,0,72.48889295896515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.48565474996576,72.48889295896515,72.49792070867649,72.48889295896515,72.48889295896515,True,73.23126866697567,73.23726141697261,73.26466491696192,True,75.46924775000662,75.47199420898687,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,4,4,2,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,614.18,0.6142,1,True,correct_rejection,0,0,0,1,0,0,1.0,2,2,2.9875856669968925,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,614.18,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,75.4762957089697,75.48072479199618,75.48072479199618,75.71664770896314,[0.6141754999989644],[0.12291449995245785],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
4,0,4,None,['right'],1,None,[0.8151251670205966],[0.14084599999478087],,,,1,0,1,0,0,0,0,0,,,,,4,0,4,0,75.72156058397377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.71850129199447,75.72156058397377,75.73124791664692,75.72156058397377,75.72156058397377,True,76.46461820899276,76.46945870900527,76.49798962497152,True,78.703238416987,78.70561949996045,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,5,5,3,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,815.13,0.8151,1,True,hit,1,0,0,0,0,0,1.0,3,3,2.9882189159980044,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,815.13,2.25,2.25,0.0,0.75,3.0,during_iti,0.0651,['right'],1,None,78.7093862919719,78.71400316699874,78.71400316699874,78.95055508398218,[0.8151251670205966],[0.14084599999478087],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
5,0,5,None,['right'],1,None,[1.2166336249792948],[0.16350454202620313],,,,1,0,1,0,0,0,0,0,,,,,5,0,5,0,78.9558493339573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9528652500012,78.9558493339573,78.96465358365482,78.9558493339573,78.9558493339573,True,79.69793224998284,79.70300883398158,79.73123570898315,True,81.93616024998482,81.93880712497048,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,6,6,4,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,1216.63,1.2166,1,True,hit,1,0,0,0,0,0,1.0,4,4,2.987298958993051,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1216.63,2.25,2.25,0.0,0.75,3.0,during_iti,0.4666,['right'],1,None,81.94240954198176,81.94782579195453,81.94782579195453,82.18327099998714,[1.2166336249792948],[0.16350454202620313],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
6,0,6,None,['right'],1,None,[1.0407522909808904],[0.14062650001142174],,,,1,0,1,0,0,0,0,0,,,,,6,0,6,0,82.18835641699843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.18530650000321,82.18835641699843,82.19790170865987,82.18835641699843,82.18835641699843,True,82.93126708397176,82.93597816699184,82.9646202919539,True,85.16916941700038,85.17163566697855,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,7,7,5,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,1040.75,1.0408,1,True,hit,1,0,0,0,0,0,1.0,5,5,2.987515249988064,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1040.75,2.25,2.25,0.0,0.75,3.0,during_iti,0.2908,['right'],1,None,85.17405504197814,85.18124208395602,85.18124208395602,85.4173534999718,[1.0407522909808904],[0.14062650001142174],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
7,0,7,None,['left'],1,None,[0.6967386250034906],[0.13175674999365583],,,,1,0,1,0,0,0,0,0,,,,,7,0,7,0,85.42355866695289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4193600419676,85.42355866695289,85.43140533363136,85.42355866695289,85.42355866695289,True,86.16462241701083,86.16899429197656,86.19788495899411,True,88.4030794170103,88.40588733396726,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,8,8,6,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,696.74,0.6967,1,True,correct_rejection,0,0,0,1,0,0,1.0,6,6,2.987378042016644,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,696.74,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,88.40827258396894,88.41460679197917,88.41460679197917,88.64994229195872,[0.6967386250034906],[0.13175674999365583],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
8,0,8,None,['left'],1,None,[0.6449295830097981],[0.12626154196914285],,,,1,0,1,0,0,0,0,0,,,,,8,0,8,0,88.6563292919891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.65294374997029,88.6563292919891,88.66448545863774,88.6563292919891,88.6563292919891,True,89.39777529198909,89.40318362496328,89.43119833397213,True,91.6361799169681,91.63898599997628,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,9,9,7,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,644.93,0.6449,1,True,correct_rejection,0,0,0,1,0,0,1.0,7,7,2.987896542006638,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,644.93,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,91.64144354197197,91.64793129195459,91.64793129195459,91.88328558398644,[0.6449295830097981],[0.12626154196914285],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
9,0,9,None,['left'],1,None,[0.9309645830071531],[0.12086312496103346],,,,1,0,1,0,0,0,0,0,,,,,9,0,9,0,91.88858979195356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.88555299997097,91.88858979195356,91.89787166664998,91.88858979195356,91.88858979195356,True,92.63132341700839,92.63622012495762,92.6646446249797,True,94.86901441699592,94.87186466698768,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,10,10,8,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,930.96,0.931,1,True,correct_rejection,0,0,0,1,0,0,1.0,8,8,2.9874122079927474,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,930.96,2.25,2.25,0.0,0.75,3.0,during_iti,0.181,['left'],1,None,94.87570145900827,94.88117224996677,94.88117224996677,95.1166503749555,[0.9309645830071531],[0.12086312496103346],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
10,0,10,None,['right'],1,None,[0.6143356669927016],[0.12315325002418831],,,,1,0,1,0,0,0,0,0,,,,,10,0,10,0,95.12167379196035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.11847687500995,95.12167379196035,95.13125991664516,95.12167379196035,95.12167379196035,True,95.86457058397355,95.87078075000318,95.89788945898181,True,98.10246899997583,98.10531116696075,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,11,11,9,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,614.34,0.6143,1,True,hit,1,0,0,0,0,0,1.0,9,9,2.9875547909759916,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,614.34,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,98.10771924996516,98.11450891697314,98.11450891697314,98.35024812497431,[0.6143356669927016],[0.12315325002418831],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
11,0,11,None,['right'],1,None,[0.5976278749876656],[0.1193024999811314],,,,1,0,1,0,0,0,0,0,,,,,11,0,11,0,98.35553904197877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.35248458397109,98.35553904197877,98.3646293756358,98.35553904197877,98.35553904197877,True,99.09793470898876,99.10316383396275,99.1312893339782,True,101.33580100000836,101.3384964169818,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,12,12,10,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,597.63,0.5976,1,True,hit,1,0,0,0,0,0,1.0,10,10,2.9871569160022773,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,597.63,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,101.34110537497327,101.34778487496078,101.34778487496078,101.58350629196502,[0.5976278749876656],[0.1193024999811314],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
12,0,12,None,['left'],1,None,[0.724192249996122],[0.1234857079689391],,,,1,0,1,0,0,0,0,0,,,,,12,0,12,0,101.58871933398768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.58523408399196,101.58871933398768,101.59793245862626,101.58871933398768,101.58871933398768,True,102.33121304196538,102.33584337495267,102.36459912499413,True,104.5691523749847,104.57193558395375,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,13,13,11,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,724.19,0.7242,1,True,correct_rejection,0,0,0,1,0,0,1.0,11,11,2.9872830829699524,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,724.19,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,104.57423283398384,104.58124145900365,104.58124145900365,104.81660466699395,[0.724192249996122],[0.1234857079689391],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
13,0,13,None,['left'],1,None,[0.9805672920192592],[0.10747862496646121],,,,1,0,1,0,0,0,0,0,,,,,13,0,13,0,104.82182187499711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.81851079198532,104.82182187499711,104.83119800064402,104.82182187499711,104.82182187499711,True,105.564653874957,105.56953070900636,105.59796345897485,True,107.8026417499641,107.80550399998901,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,14,14,12,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,980.57,0.9806,1,True,correct_rejection,0,0,0,1,0,0,1.0,12,12,2.987723541969899,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,980.57,2.25,2.25,0.0,0.75,3.0,during_iti,0.2306,['left'],1,None,107.80777745897649,107.81455212499714,107.81455212499714,108.04995520896045,[0.9805672920192592],[0.10747862496646121],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
14,0,14,None,['left'],1,None,[1.286878417013213],[0.12099779100390151],,,,1,0,1,0,0,0,0,0,,,,,14,0,14,0,108.05614291696111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.05299699999159,108.05614291696111,108.0645444166769,108.05614291696111,108.05614291696111,True,108.7978868749924,108.80276154197054,108.8312070419779,True,111.03571770898998,111.03850770898862,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,15,15,13,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1286.88,1.2869,1,True,correct_rejection,0,0,0,1,0,0,1.0,13,13,2.987398375000339,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1286.88,2.25,2.25,0.0,0.75,3.0,during_iti,0.5369,['left'],1,None,111.04115004197229,111.04793791699922,111.04793791699922,111.28328579198569,[1.286878417013213],[0.12099779100390151],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
15,0,15,None,['left'],1,None,[0.9649398329784162],[0.11538666702108458],,,,1,0,1,0,0,0,0,0,,,,,15,0,15,0,111.2882922499557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.28518154198537,111.2882922499557,111.29785016662596,111.2882922499557,111.2882922499557,True,112.03124774998287,112.03640804195311,112.06455962499604,True,114.26952741696732,114.27236691699363,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,16,16,14,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,964.94,0.9649,1,True,correct_rejection,0,0,0,1,0,0,1.0,14,14,2.9878880420001224,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,964.94,2.25,2.25,0.0,0.75,3.0,during_iti,0.2149,['left'],1,None,114.27474241697928,114.28114108397858,114.28114108397858,114.51663745898986,[0.9649398329784162],[0.11538666702108458],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
