thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,None,['left'],1,None,[0.9945393750094809],[None],,,,3,0,3,0,0,0,0,0,,,,,19,0,19,0,425.24765299999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.2389781670063,425.24765299999854,425.2517559166338,425.24765299999854,425.24765299999854,True,425.9811049589771,425.9860576670035,426.0144619169878,True,428.21972158399876,428.2221162499627,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,20,20,20,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,994.54,0.9945,1,True,correct_rejection,0,0,0,1,0,0,0.95,19,20,2.9840931249782443,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,994.54,2.25,2.25,0.0,0.75,3.0,during_iti,0.2445,['left'],1,None,428.22438958397834,428.23102408397244,428.23102408397244,428.46680687495973,[0.9945393750094809],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
20,0,20,None,['left'],1,None,[0.9124391660443507],[None],,,,3,0,3,0,0,0,0,0,,,,,20,0,20,0,428.47334291698644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.4699458749965,428.47334291698644,428.48112750065434,428.47334291698644,428.47334291698644,True,429.2143295839778,429.2196791250026,429.2477740419563,True,431.4524192499812,431.4552865419537,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,21,21,21,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,912.44,0.9124,1,True,correct_rejection,0,0,0,1,0,0,0.9524,20,21,2.987260417023208,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,912.44,2.25,2.25,0.0,0.75,3.0,during_iti,0.1624,['left'],1,None,431.45757649996085,431.46438941697124,431.46438941697124,431.6998013749835,[0.9124391660443507],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
21,0,21,None,['left'],1,None,[0.7781761670485139],[None],,,,3,0,3,0,0,0,0,0,,,,,21,0,21,0,431.70445616700454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.70155091700144,431.70445616700454,431.71446454164493,431.70445616700454,431.70445616700454,True,432.44782583398046,432.44782583398046,432.48101083398797,True,434.6860818749992,434.68893179198494,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,22,22,22,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,778.18,0.7782,1,True,correct_rejection,0,0,0,1,0,0,0.9545,21,22,2.987921458960045,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,778.18,2.25,2.25,0.0,0.75,3.0,during_iti,0.0282,['left'],1,None,434.69144504197175,434.6977086669649,434.6977086669649,434.9340554999653,[0.7781761670485139],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
22,0,22,None,['right'],1,None,[0.6406755410134792],[None],,,,3,0,3,0,0,0,0,0,,,,,22,0,22,0,434.9398429589928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.93631941697095,434.9398429589928,434.94819316664166,434.9398429589928,434.9398429589928,True,435.6809842090006,435.68601516698254,435.7143467089627,True,437.9195167499711,437.92238687496865,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,23,23,23,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,640.68,0.6407,1,True,hit,1,0,0,0,0,0,0.9565,22,23,2.987161458004266,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,640.68,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,437.9246933339746,437.9310974169639,437.9310974169639,438.1667165000108,[0.6406755410134792],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
23,0,23,None,['left'],1,None,[0.5807461669901386],[None],,,,3,0,3,0,0,0,0,0,,,,,23,0,23,0,438.1721287089749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.16900975001045,438.1721287089749,438.1811571256296,438.1721287089749,438.1721287089749,True,438.91451966698514,438.919669166964,438.94771241699345,True,441.15282629197463,441.1555309169926,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,24,24,24,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,580.75,0.5807,1,True,correct_rejection,0,0,0,1,0,0,0.9583,23,24,2.9877626660163514,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,580.75,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,441.15784699999494,441.16439170896774,441.16439170896774,441.3999412499834,[0.5807461669901386],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
24,0,24,None,['left'],1,None,[0.6813520410214551],[None],,,,3,0,3,0,0,0,0,0,,,,,24,0,24,0,441.4047776249936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.4016580419848,441.4047776249936,441.4145027506204,441.4047776249936,441.4047776249936,True,442.14775874995394,442.1520956669701,442.18102445895784,True,444.386201708985,444.3888700839598,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,25,25,25,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,681.35,0.6814,1,True,correct_rejection,0,0,0,1,0,0,0.96,24,25,2.9879512499901466,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,681.35,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,444.3913729589549,444.39769154199166,444.39769154199166,444.6331592499628,[0.6813520410214551],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
25,0,25,None,['left'],1,None,[0.5746209580102004],[None],,,,3,0,3,0,0,0,0,0,,,,,25,0,25,0,444.6378478339757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.63496783399023,444.6378478339757,444.64774708362916,444.6378478339757,444.6378478339757,True,445.3811465839972,445.38578558398876,445.41440283396514,True,447.6184446249972,447.6213788749883,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,26,26,26,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,574.62,0.5746,1,True,correct_rejection,0,0,0,1,0,0,0.9615,25,26,2.986986416974105,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,574.62,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,447.6238112919964,447.631178791984,447.631178791984,447.86656224995386,[0.5746209580102004],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
26,0,26,None,['right'],1,None,[0.6294669999624602],[None],,,,3,0,3,0,0,0,0,0,,,,,26,0,26,0,447.87280929199187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.8697270419798,447.87280929199187,447.8811274586517,447.87280929199187,447.87280929199187,True,448.6144106249558,448.6193739589653,448.6477165839751,True,450.85260612500133,450.85564583400264,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,27,27,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,629.47,0.6295,1,True,hit,1,0,0,0,0,0,0.963,26,27,2.987858749984298,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,629.47,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,450.85792883398244,450.86436745896935,450.86436745896935,451.10020220896695,[0.6294669999624602],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
27,0,27,None,['left'],1,None,[0.5391198750003241],[None],,,,3,0,3,0,0,0,0,0,,,,,27,0,27,0,451.10566524998285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.10253383399686,451.10566524998285,451.1144327506229,451.10566524998285,451.10566524998285,True,451.8476370839635,451.85285816696705,451.88100720895454,True,454.0849969999981,454.087887208967,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,28,28,28,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,539.12,0.5391,1,True,correct_rejection,0,0,0,1,0,0,0.9643,27,28,2.986548041983042,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,539.12,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,454.09099841699935,454.0978685419541,454.0978685419541,454.333191083977,[0.5391198750003241],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
28,0,28,None,['left'],1,None,[0.702160292014014],[None],,,,3,0,3,0,0,0,0,0,,,,,28,0,28,0,454.3378835420008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.33507783396635,454.3378835420008,454.34776295867437,454.3378835420008,454.3378835420008,True,455.08099308400415,455.0863331249566,455.11443808395416,True,457.31887095898855,457.3216512919753,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,29,29,29,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,702.16,0.7022,1,True,correct_rejection,0,0,0,1,0,0,0.9655,28,29,2.9874600829789415,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,702.16,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,457.32397554197814,457.3311059589614,457.3311059589614,457.57552408397896,[0.702160292014014],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
29,0,29,None,['left'],1,None,[0.7578832500148565],[None],,,,3,0,3,0,0,0,0,0,,,,,29,0,29,0,457.5844281669706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.57791399996495,457.5844281669706,457.5891019586745,457.5844281669706,457.5844281669706,True,458.3206029589637,458.33122916700086,458.35529566695914,True,460.5722661250038,460.5668822089792,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,30,30,30,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,757.88,0.7579,1,True,correct_rejection,0,0,0,1,0,0,0.9667,29,30,2.990525749977678,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,757.88,2.25,2.25,0.0,0.75,3.0,during_iti,0.0079,['left'],1,None,460.56923883396666,460.5722661250038,460.5722661250038,460.8046922920039,[0.7578832500148565],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
30,0,30,None,['left'],1,None,[1.0059359170263633],[None],,,,3,0,3,0,0,0,0,0,,,,,30,0,30,0,460.81435825000517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.80638679198455,460.81435825000517,460.819157125665,460.81435825000517,460.81435825000517,True,461.5528460419737,461.5528460419737,461.5809995419695,True,463.7977729169652,463.8002501250012,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,31,31,31,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1005.94,1.0059,1,True,correct_rejection,0,0,0,1,0,0,0.9677,30,31,2.99475120898569,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1005.94,2.25,2.25,0.0,0.75,3.0,during_iti,0.2559,['left'],1,None,463.8026747920085,463.80546341696754,463.80546341696754,464.03769666695734,[1.0059359170263633],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
31,0,31,None,['left'],1,None,[0.7546914999838918],[None],,,,3,0,3,0,0,0,0,0,,,,,31,0,31,0,464.04764895897824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.03944658400724,464.04764895897824,464.0522079586556,464.04764895897824,464.04764895897824,True,464.78584079199936,464.78584079199936,464.81381091696676,True,467.03113154199673,467.03425379196415,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,32,32,32,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,754.69,0.7547,1,True,correct_rejection,0,0,0,1,0,0,0.9688,31,32,2.9952979999943636,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,754.69,2.25,2.25,0.0,0.75,3.0,during_iti,0.0047,['left'],1,None,467.0365727499593,467.0398414589581,467.0398414589581,467.27088374999585,[0.7546914999838918],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
32,0,32,None,['left'],1,None,[0.8116768749896437],[None],,,,3,0,3,0,0,0,0,0,,,,,32,0,32,0,467.2812231669668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.27257470897166,467.2812231669668,467.2850098756646,467.2812231669668,467.2812231669668,True,468.0196557919844,468.0196557919844,468.047797333973,True,470.26453149999725,470.2669507919927,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,33,33,33,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,811.68,0.8117,1,True,correct_rejection,0,0,0,1,0,0,0.9697,32,33,2.9952570000314154,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,811.68,2.25,2.25,0.0,0.75,3.0,during_iti,0.0617,['left'],1,None,470.26930162496865,470.27202016697265,470.27202016697265,470.5048509169719,[0.8116768749896437],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
33,0,33,None,['right'],1,None,[0.657028041954618],[None],,,,3,0,3,0,0,0,0,0,,,,,33,0,33,0,470.51441366696963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.50744983396726,470.51441366696963,470.5192291256428,470.51441366696963,470.51441366696963,True,471.2527299170033,471.2527299170033,471.2810709589976,True,473.4978015839588,473.5002919170074,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,34,34,34,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,657.03,0.657,1,True,hit,1,0,0,0,0,0,0.9706,33,34,2.994626916013658,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,657.03,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,473.50308433396276,473.5060371669824,473.5060371669824,473.7378724999726,[0.657028041954618],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
34,0,34,None,['left'],1,None,[0.5381792499683797],[None],,,,3,0,3,0,0,0,0,0,,,,,34,0,34,0,473.7476595839835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.7397326249629,473.7476595839835,473.7523041666757,473.7476595839835,473.7476595839835,True,474.4860676669632,474.4860676669632,474.5143675839645,True,476.73112954199314,476.73360820900416,main_0back,Main 0-back,4,0,008506_s_2.25,001,2026-02-05_15h40.20.526,4,1,0,0_back,60,1,35,35,35,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,538.18,0.5382,1,True,correct_rejection,0,0,0,1,0,0,0.9714,34,35,2.994885291031096,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,538.18,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,476.73595462500816,476.7388908339781,476.7388908339781,476.97121262497967,[0.5381792499683797],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
