thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
42,0,42,None,['right'],1,[0.39744391600834206],[0.14050049998331815],None,,,,1,0,1,0,0,0,0,0,,,,,42,0,42,0,190.97046233300352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.96765258302912,190.97046233300352,190.98045624967588,190.97046233300352,190.97046233300352,True,191.71375341701787,191.7191275000223,191.74710604199208,True,193.95215016702423,193.95456204202492,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,43,43,43,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,397.44,0.3974,1,True,hit,1,0,0,0,0,0,1.0,43,43,2.9879295420250855,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,397.44,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.39744391600834206],[0.14050049998331815],None,193.9568339579855,193.96363700000802,193.96363700000802,194.19955812499393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
43,0,43,None,['left'],1,[0.3786074579693377],[0.1380022499943152],None,,,,1,0,1,0,0,0,0,0,,,,,43,0,43,0,194.20604758302215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.20246204198338,194.20604758302215,194.2138530416453,194.20604758302215,194.20604758302215,True,194.94706920802128,194.95214708300773,194.98032845801208,True,197.18484670802718,197.18762804201106,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,44,44,44,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,378.61,0.3786,1,True,correct_rejection,0,0,0,1,0,0,1.0,44,44,2.9869166659773327,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,378.61,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.3786074579693377],[0.1380022499943152],None,197.19011537497863,197.19705675001023,197.19705675001023,197.43242195801577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
44,0,44,None,['left'],1,[0.44271091697737575],[0.1277351250173524],None,,,,1,0,1,0,0,0,0,0,,,,,44,0,44,0,197.4371343330131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.43432862497866,197.4371343330131,197.44701316667877,197.4371343330131,197.4371343330131,True,198.180310500029,198.18559058301616,198.2138188329991,True,200.41844554198906,200.42124533298193,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,45,45,45,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,442.71,0.4427,1,True,correct_rejection,0,0,0,1,0,0,1.0,45,45,2.9876413340098225,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,442.71,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.44271091697737575],[0.1277351250173524],None,200.42354874999728,200.4304040829884,200.4304040829884,200.66589729202678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
45,0,45,None,['left'],1,[0.49855920899426565],[0.10922083299374208],None,,,,1,0,1,0,0,0,0,0,,,,,45,0,45,0,200.671527916973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6683849580004,200.671527916973,200.6804394996764,200.671527916973,200.671527916973,True,201.41373324999586,201.4187943750294,201.44712233298924,True,203.65193029202055,203.65453083300963,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,46,46,46,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,498.56,0.4986,1,True,correct_rejection,0,0,0,1,0,0,1.0,46,46,2.9876925830030814,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,498.56,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.49855920899426565],[0.10922083299374208],None,203.6567586250021,203.66338945803,203.66338945803,203.89866937499028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
46,0,46,None,['left'],1,[0.5306798330275342],[0.10887166694737971],None,,,,1,0,1,0,0,0,0,0,,,,,46,0,46,0,203.90354899998056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.90080158301862,203.90354899998056,203.91331237467628,203.90354899998056,203.90354899998056,True,204.6466215000255,204.65121954202186,204.67997366702184,True,206.8847230420215,206.88740116701229,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,47,47,47,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,530.68,0.5307,1,True,correct_rejection,0,0,0,1,0,0,1.0,47,47,2.9876963339629583,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,530.68,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5306798330275342],[0.10887166694737971],None,206.88960933301132,206.89668912498746,206.89668912498746,207.1320175830042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
47,0,47,None,['right'],1,[0.3971377079724334],[0.13335262500913814],None,,,,1,0,1,0,0,0,0,0,,,,,47,0,47,0,207.13686441699974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.13457804202335,207.13686441699974,207.14666937466635,207.13686441699974,207.13686441699974,True,207.87998479197267,207.8841262080241,207.9133161670179,True,210.11813258298207,210.12051258300198,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,48,48,48,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,397.14,0.3971,1,True,hit,1,0,0,0,0,0,1.0,48,48,2.9877542500034906,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,397.14,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.3971377079724334],[0.13335262500913814],None,210.12257283297367,210.13000041700434,210.13000041700434,210.36545062501682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
48,0,48,None,['left'],1,[0.4652453330345452],[0.10618249996332452],None,,,,1,0,1,0,0,0,0,0,,,,,48,0,48,0,210.3690970420139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.3668080830248,210.3690970420139,210.38000908366328,210.3690970420139,210.3690970420139,True,211.1133160829777,211.1184377919999,211.14663008297794,True,213.35075683298055,213.35330804198748,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,49,49,49,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,465.25,0.4652,1,True,correct_rejection,0,0,0,1,0,0,1.0,49,49,2.986897750000935,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,465.25,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4652453330345452],[0.10618249996332452],None,213.35527283302508,213.36329291702714,213.36329291702714,213.5993866249919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
49,0,49,None,['right'],1,[0.4474915000027977],[0.13366358395433053],None,,,,1,0,1,0,0,0,0,0,,,,,49,0,49,0,213.60334362502908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.60077229200397,213.60334362502908,213.61351720866904,213.60334362502908,213.60334362502908,True,214.34665612498065,214.3516852920293,214.3799681669916,True,216.58475049998378,216.58728279202478,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,50,50,50,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,447.49,0.4475,1,True,hit,1,0,0,0,0,0,1.0,50,50,2.9869548340211622,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,447.49,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4474915000027977],[0.13366358395433053],None,216.58940208301647,216.59664112498285,216.59664112498285,216.83204491698416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
50,0,50,None,['left'],1,[0.41049216699320823],[0.13971187500283122],None,,,,1,0,1,0,0,0,0,0,,,,,50,0,50,0,216.83614537498215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.83392162498785,216.83614537498215,216.84666687465895,216.83614537498215,216.83614537498215,True,217.57997812499525,217.5846320000128,217.61333449999802,True,219.8181132079917,219.82090108300326,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,51,51,51,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,410.49,0.4105,1,True,correct_rejection,0,0,0,1,0,0,1.0,51,51,2.987664957996458,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,410.49,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.41049216699320823],[0.13971187500283122],None,219.82308724999893,219.83032812498277,219.83032812498277,220.06577191699762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
51,0,51,None,['left'],1,[0.5306354589993134],[0.13253391603939235],None,,,,1,0,1,0,0,0,0,0,,,,,51,0,51,0,220.07222737499978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.06876991700847,220.07222737499978,220.08026558364898,220.07222737499978,220.07222737499978,True,220.81379300000845,220.8188590829959,220.84698558301898,True,223.05199950002134,223.05442499998026,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,52,52,52,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,530.64,0.5306,1,True,correct_rejection,0,0,0,1,0,0,1.0,52,52,2.9878317500115372,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,530.64,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5306354589993134],[0.13253391603939235],None,223.0567356669926,223.06350958300754,223.06350958300754,223.2993860419956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
52,0,52,None,['left'],1,[0.4137467909604311],[0.1198908340302296],None,,,,1,0,1,0,0,0,0,0,,,,,52,0,52,0,223.30419495800743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.300963125017,223.30419495800743,223.3137765416798,223.30419495800743,223.30419495800743,True,224.04709058301523,224.05205554200802,224.0803876669961,True,226.28496433299733,226.28770591702778,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,53,53,53,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,413.75,0.4137,1,True,correct_rejection,0,0,0,1,0,0,1.0,53,53,2.9872342909802683,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,413.75,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4137467909604311],[0.1198908340302296],None,226.2902605420095,226.29710170801263,226.29710170801263,226.5325111669954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
53,0,53,None,['left'],1,[0.38452729198616],[0.12037308298749849],None,,,,1,0,1,0,0,0,0,0,,,,,53,0,53,0,226.5373432500055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.53439987497404,226.5373432500055,226.54708445864188,226.5373432500055,226.5373432500055,True,227.28032924997387,227.28557766700396,227.31368941697292,True,229.51878679200308,229.5213438749779,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,54,54,54,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,384.53,0.3845,1,True,correct_rejection,0,0,0,1,0,0,1.0,54,54,2.9879179159761406,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,384.53,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.38452729198616],[0.12037308298749849],None,229.523650542018,229.53034733299864,229.53034733299864,229.765739125025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
54,0,54,None,['right'],1,[0.3322198339737952],[0.14787541603436694],None,,,,1,0,1,0,0,0,0,0,,,,,54,0,54,0,229.77183345798403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.76880495797377,229.77183345798403,229.780451541654,229.77183345798403,229.77183345798403,True,230.51372516702395,230.5191505830153,230.54713899997296,True,232.7515168330283,232.7544352079858,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,55,55,55,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,332.22,0.3322,1,True,hit,1,0,0,0,0,0,1.0,55,55,2.9874770829919726,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,332.22,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.3322198339737952],[0.14787541603436694],None,232.75675962498644,232.7637267499813,232.7637267499813,232.9991366249742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
55,0,55,None,['left'],1,[0.457124707987532],[0.10767533397302032],None,,,,1,0,1,0,0,0,0,0,,,,,55,0,55,0,233.00417629198637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.00084104202688,233.00417629198637,233.01376212464336,233.00417629198637,233.00417629198637,True,233.7471777080209,233.7471777080209,233.78047579200938,True,235.98491641698638,235.98766279197298,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,56,56,56,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,457.12,0.4571,1,True,correct_rejection,0,0,0,1,0,0,1.0,56,56,2.9874269170104526,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,457.12,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.457124707987532],[0.10767533397302032],None,235.99032016698038,235.997143583023,235.997143583023,236.23257925000507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
56,0,56,None,['left'],1,[0.4211247500497848],[0.13594095897860825],None,,,,1,0,1,0,0,0,0,0,,,,,56,0,56,0,236.23869133298285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.23557833302766,236.23869133298285,236.2470935836939,236.23869133298285,236.23869133298285,True,236.98045008297777,236.98552412498975,237.01373341702856,True,239.21859941701405,239.22142945800442,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,57,57,57,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,421.12,0.4211,1,True,correct_rejection,0,0,0,1,0,0,1.0,57,57,2.987644790962804,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,421.12,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4211247500497848],[0.13594095897860825],None,239.2237367919879,239.23038904200075,239.23038904200075,239.4658161670086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
