thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,None,['right'],1,[0.5975184159469791],[0.2081047500250861],None,,,,3,0,3,0,0,0,0,0,,,,,25,0,25,0,396.1040005420218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.10085466702003,396.1040005420218,396.11380508367824,396.1040005420218,396.1040005420218,True,396.8471379170078,396.8515774580301,396.88037270802306,True,399.0841886670096,399.0867823329754,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,26,26,24,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,597.52,0.5975,1,True,hit,1,0,0,0,0,0,0.9167,22,24,2.9867621660232544,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,597.52,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5975184159469791],[0.2081047500250861],None,399.0891262079822,399.0971256669727,399.0971256669727,399.3324697079952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
26,0,26,None,['left'],1,[0.8149103330215439],[0.06628337496658787],None,,,,3,0,3,0,0,0,0,0,,,,,26,0,26,0,399.33779104199493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.3342857499956,399.33779104199493,399.34709908365426,399.33779104199493,399.33779104199493,True,400.08033895801054,400.085615582997,400.11372516700067,True,402.31846520799445,402.32112858298933,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,27,27,25,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,814.91,0.8149,1,True,correct_rejection,0,0,0,1,0,0,0.92,23,25,2.9876536250230856,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,814.91,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.8149103330215439],[0.06628337496658787],None,402.3236770000076,402.33036775002256,402.33036775002256,402.56586874998175,,,,,,,,,,,,,,,,,,,,,,,,0.0649,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
27,0,27,None,['left'],1,[0.7820936659700237],[0.17266258399467915],None,,,,3,0,3,0,0,0,0,0,,,,,27,0,27,0,402.57223141699797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.5689395830268,402.57223141699797,402.5804110836509,402.57223141699797,402.57223141699797,True,403.31366187502863,403.31887754198397,403.3471280829981,True,405.551663167018,405.55448933300795,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,28,28,26,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,782.09,0.7821,1,True,correct_rejection,0,0,0,1,0,0,0.9231,24,26,2.987502875039354,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,782.09,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.7820936659700237],[0.17266258399467915],None,405.55682558298577,405.56368779198965,405.56368779198965,405.7990984999924,,,,,,,,,,,,,,,,,,,,,,,,0.0321,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
28,0,28,None,['left'],1,[0.9474792080000043],[0.14095362497027963],None,,,,3,0,3,0,0,0,0,0,,,,,28,0,28,0,405.80443900002865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.80144158302573,405.80443900002865,405.8137844166524,405.80443900002865,405.80443900002865,True,406.54707974998746,406.5517026670277,406.5803112499998,True,408.78578562499024,408.78827058302704,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,29,29,27,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,947.48,0.9475,1,True,correct_rejection,0,0,0,1,0,0,0.9259,25,27,2.988322499964852,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,947.48,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.9474792080000043],[0.14095362497027963],None,408.7905930419802,408.7970554580097,408.7970554580097,409.03246908297297,,,,,,,,,,,,,,,,,,,,,,,,0.1975,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
29,0,29,None,['left'],1,[0.8890271669952199],[0.13261799997417256],None,,,,3,0,3,0,0,0,0,0,,,,,29,0,29,0,409.0373672079877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.03422720800154,409.0373672079877,409.0471271246827,409.0373672079877,409.0373672079877,True,409.7804693329963,409.7855891250074,409.81373929197434,True,412.0185195829836,412.0212948329863,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,30,30,28,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,889.03,0.889,1,True,correct_rejection,0,0,0,1,0,0,0.9286,26,28,2.9877581669716164,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,889.03,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.8890271669952199],[0.13261799997417256],None,412.0238162080059,412.03040612500627,412.03040612500627,412.26582437497564,,,,,,,,,,,,,,,,,,,,,,,,0.139,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
30,0,30,None,['right'],1,[1.2298947909730487],[0.15831479203188792],None,,,,3,0,3,0,0,0,0,0,,,,,30,0,30,0,412.27208204200724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.26873499999056,412.27208204200724,412.28042149969065,412.27208204200724,412.27208204200724,True,413.01380695798434,413.0175704170251,413.047129167011,True,415.251189542003,415.25406120799016,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,31,31,29,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,1229.89,1.2299,1,True,hit,1,0,0,0,0,0,0.931,27,29,2.987060542043764,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1229.89,2.25,2.25,0.0,0.75,3.0,during_iti,['right'],1,[1.2298947909730487],[0.15831479203188792],None,415.2564951250097,415.2637307079858,415.2637307079858,415.49911441700533,,,,,,,,,,,,,,,,,,,,,,,,0.4799,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
31,0,31,None,['left'],0,[1.6377498749643564],[0.12584241601871327],None,,,,3,0,3,0,0,0,0,0,,,,,31,0,31,0,415.50422970799264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.50122966698837,415.50422970799264,415.5138115836928,415.50422970799264,415.50422970799264,True,416.2470538750058,416.25185312499525,416.2803914999822,True,418.48575916700065,418.4881922919885,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,32,32,30,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,left,non_target_response,1637.75,1.6377,0,False,incorrect_rejection,0,1,0,0,0,0,0.9,27,30,2.9882419999921694,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1637.75,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],0,[1.6377498749643564],[0.12584241601871327],None,418.4916920000105,418.49646799999755,418.49646799999755,418.73266887501813,,,,,,,,,,,,,,,,,,,,,,,,0.8877,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
32,0,32,None,['left'],1,[1.829257040983066],[0.1381160839810036],None,,,,3,0,3,0,0,0,0,0,,,,,32,0,32,0,418.7376544579747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.7343275420135,418.7376544579747,418.7471584586931,418.7376544579747,418.7376544579747,True,419.4804063750198,419.48508466698695,419.5138567080139,True,421.71883116697427,421.7214598329738,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,33,33,31,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,1829.26,1.8293,1,True,correct_rejection,0,0,0,1,0,0,0.9032,28,31,2.987847750016954,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1829.26,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[1.829257040983066],[0.1381160839810036],None,421.72503658302594,421.72983087500324,421.72983087500324,421.9658527079737,,,,,,,,,,,,,,,,,,,,,,,,1.0793,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
33,0,33,None,['left'],1,[1.462782624992542],[0.12318737502209842],None,,,,3,0,3,0,0,0,0,0,,,,,33,0,33,0,421.972077583021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.9689332920243,421.972077583021,421.9804168336598,421.972077583021,421.972077583021,True,422.71369750000304,422.71904616698157,422.7470287079923,True,424.9520466250251,424.9545857079793,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,34,34,32,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1462.78,1.4628,1,True,correct_rejection,0,0,0,1,0,0,0.9062,29,32,2.9877924589673057,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1462.78,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[1.462782624992542],[0.12318737502209842],None,424.95743066701107,424.9636843330227,424.9636843330227,425.1992514170124,,,,,,,,,,,,,,,,,,,,,,,,0.7128,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
34,0,34,None,['left'],1,[1.2631814169581048],[0.13341129099717364],None,,,,3,0,3,0,0,0,0,0,,,,,34,0,34,0,425.2046382499975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.2007938330062,425.2046382499975,425.2138733336508,425.2046382499975,425.2046382499975,True,425.9470092499978,425.9518248750246,425.9803787919809,True,428.1856523330207,428.1883945420268,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,35,35,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1263.18,1.2632,1,True,correct_rejection,0,0,0,1,0,0,0.9091,30,33,2.9879954580101185,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1263.18,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[1.2631814169581048],[0.13341129099717364],None,428.19077874999493,428.197001833003,428.197001833003,428.4325368750142,,,,,,,,,,,,,,,,,,,,,,,,0.5132,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
35,0,35,None,['right'],1,[0.6493907909607515],[0.1803246249910444],None,,,,3,0,3,0,0,0,0,0,,,,,35,0,35,0,428.4371219999739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.4342938750051,428.4371219999739,428.4469884166649,428.4371219999739,428.4371219999739,True,429.18038316699676,429.18539875000715,429.2138372079935,True,431.418797041988,431.4213199579972,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,36,36,34,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,649.39,0.6494,1,True,hit,1,0,0,0,0,0,0.9118,31,34,2.9878874580026604,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,649.39,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6493907909607515],[0.1803246249910444],None,431.42380837502424,431.4303320419858,431.4303320419858,431.6660528330249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
36,0,36,None,['right'],1,[0.5534477920155041],[0.1692738329875283],None,,,,3,0,3,0,0,0,0,0,,,,,36,0,36,0,431.6709452919895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.66765299998224,431.6709452919895,431.6804937086456,431.6709452919895,431.6709452919895,True,432.41373949998524,432.41373949998524,432.4470624580281,True,434.6523011249956,434.65506337501574,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,37,37,35,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,553.45,0.5534,1,True,hit,1,0,0,0,0,0,0.9143,32,35,2.9878492500283755,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,553.45,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5534477920155041],[0.1692738329875283],None,434.65734854200855,434.6636736249784,434.6636736249784,434.89922383299563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
37,0,37,None,['right'],1,[0.44945091602858156],[0.1642642089864239],None,,,,3,0,3,0,0,0,0,0,,,,,37,0,37,0,434.903853041993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.900954791985,434.903853041993,434.9138015416722,434.903853041993,434.903853041993,True,435.64698850002605,435.6524549170281,435.68031929200515,True,437.88557054201374,437.8879705420113,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,38,38,36,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,449.45,0.4495,1,True,hit,1,0,0,0,0,0,0.9167,33,36,2.987934749980923,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,449.45,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.44945091602858156],[0.1642642089864239],None,437.8902672500117,437.89698391698766,437.89698391698766,438.13248366699554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
38,0,38,None,['right'],1,[0.4308566669933498],[0.18347245804034173],None,,,,3,0,3,0,0,0,0,0,,,,,38,0,38,0,438.1373470419785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.1342484999914,438.1373470419785,438.1470548336549,438.1373470419785,438.1373470419785,True,438.8804047500016,438.8857801249833,438.9137295000255,True,441.1189625419793,441.1214082079823,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,39,39,37,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,430.86,0.4309,1,True,hit,1,0,0,0,0,0,0.9189,34,37,2.988096332992427,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,430.86,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4308566669933498],[0.18347245804034173],None,441.1239320000168,441.13034512498416,441.13034512498416,441.36579479201464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
39,0,39,None,['left'],1,[0.7283963339868933],[0.08439312502741814],None,,,,3,0,3,0,0,0,0,0,,,,,39,0,39,0,441.3719195420272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.36884299997473,441.3719195420272,441.38046320865783,441.3719195420272,441.3719195420272,True,442.11379237502115,442.11857683298877,442.1471030830289,True,444.35159749997547,444.35437600000296,main_2back,Main 2-back,4,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,4,1,2,2_back,60,1,40,40,38,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,728.4,0.7284,1,True,correct_rejection,0,0,0,1,0,0,0.9211,35,38,2.987413958006073,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,728.4,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7283963339868933],[0.08439312502741814],None,444.3567047499819,444.36375249997946,444.36375249997946,444.5992695830064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
